client_id,name,lastname,ID,email,phone,country,city,address,fecha_registro,fecha_nacimiento,genero,estado,canal
CL-02169,Фёкла,Бобылева,SIM-2905135M,mihail_2002@example.net,+7 677364815,Rusia,д. Буденновск,"п. Объячево, бул. Осенний, д. 9/2, 085517",2024-05-25,1981-05-06,Femenino,Activo,Tienda física
CL-02170,Kunigunde,Oderwald,SIM-9462668P,fischeralexandra@example.com,+49 619798315,Alemania,Gerolzhofen,"Tröstplatz 12/67, 67326 Borken",2024-09-10,1979-05-24,Masculino,Activo,Web
CL-02171,Quique,Solano,SIM-4354303N,ulises59@example.net,+58 688723875,Venezuela,Murcia,"C. Marisela Montesinos 72 Apt. 78 , Vizcaya, 49481",2023-12-20,1964-08-03,Masculino,Inactivo,Tienda física
CL-02172,明美,高橋,SIM-X0709599A,takahashikenichi@example.org,+81 658521570,Japón,渋谷区,秋田県四街道市松が谷9丁目23番9号 パーク入谷377,2025-01-09,1989-10-01,Femenino,Activo,Referido
CL-02173,Giacomo,Ferrabosco,SIM-Y1113703C,kgargallo@example.org,+39 678186736,Italia,Azzago,"Rotonda Rapisardi, 625, 56030, Selvatelle (PI)",2025-09-04,1987-05-16,Masculino,Suspendido,Tienda física
CL-02174,Angelina,Sagese,SIM-Z2817773C,pizzettiteresa@example.org,+39 675760133,Italia,Centallo,"Canale Corrado, 5 Piano 8, 86027, San Massimo (CB)",2024-10-15,1949-02-25,Otro,Activo,Tienda física
CL-02175,畅,高,SIM-X0330766A,moping@example.com,+86 622525119,China,玲县,台湾省颖市牧野孙路n座 546323,2024-10-07,1965-12-17,Femenino,Activo,Referido
CL-02176,Kenneth,Thornton,SIM-5113607V,floresmichael@example.com,+1 627863623,Estados Unidos,East Julieside,"6952 Hampton Overpass Apt. 608, Maryville, PW 40842",2025-02-01,1945-09-14,Masculino,Activo,Instagram
CL-02177,Mónica,Checa,SIM-3590664L,farrefebe@example.net,+34 636295254,España,Murcia,"Plaza Gisela Miguel 43 Apt. 71 , Jaén, 33406",2025-07-01,1967-08-10,Otro,Inactivo,Instagram
CL-02178,Candelario,Sainz,SIM-Z2681727L,asensioraimundo@example.net,+1-809 657831077,Dominican Republic,Toledo,"Acceso Eusebio Riera 51, Ávila, 44934",2024-01-09,1954-04-13,Otro,Activo,Referido
CL-02179,Susanne,Boyer,SIM-8256951C,jhebert@example.org,+33 682212907,Francia,Masson-les-Bains,"632, chemin Prévost, 57465 Caron-sur-Mer",2025-01-16,1968-11-22,Masculino,Activo,Referido
CL-02180,Raimondo,Renault,SIM-Y1713584S,alessandrovianello@example.org,+39 678268151,Italia,Nova Siri Stazione,"Borgo Ermes, 6, 55012, Zone (LU)",2024-07-14,2002-10-20,Femenino,Activo,Referido
CL-02181,Francoise,Scheuermann,SIM-Y1117615E,xkarz@example.com,+49 664326092,Alemania,Ravensburg,"Hans-Herbert-Seifert-Straße 4/2, 58013 Schwäbisch Gmünd",2024-06-09,1955-02-06,Masculino,Inactivo,Web
CL-02182,Maria,Câmara,SIM-6064437G,ocasa-grande@example.org,+55 673128396,Brasil,Pastor,"Largo Pires, 60, Outro, 69371-189 Nascimento de Casa Grande / AP",2024-03-22,1950-05-18,Masculino,Suspendido,Web
CL-02183,Plinio,Piñeiro,SIM-X0735076L,salomon53@example.net,+1-809 678737416,Dominican Republic,Teruel,"Urbanización Pascuala Barba 803 Piso 2 , La Coruña, 05972",2025-07-17,1954-06-20,Masculino,Inactivo,Instagram
CL-02184,Lunna,Azevedo,SIM-Z2215931L,koliveira@example.org,+55 673134852,Brasil,Gomes,"Loteamento de Lima, 67, Vila Boa Vista, 50945995 Nunes / RR",2024-10-21,1991-05-30,Femenino,Inactivo,Instagram
CL-02185,Adélaïde,Garcia,SIM-1009712N,williammallet@example.com,+33 661661210,Francia,Sainte Charlottenec,"12, avenue Alix Tanguy, 49941 Sainte Michelle",2024-12-13,2003-11-16,Femenino,Suspendido,Tienda física
CL-02186,Théodore,Louis,SIM-X0959776D,epetitjean@example.net,+33 646815666,Francia,Fabre-sur-Dupuy,"6, avenue Sébastien Henry, 97264 Alexandre",2025-08-27,1997-05-18,Masculino,Activo,Web
CL-02187,Isaac,Burns,SIM-Y1109131W,robert97@example.org,+1 607579675,Canadá,Reedview,"53388 Galloway Inlet Suite 136, Bryanmouth, NT M3C3L7",2024-08-03,1958-07-12,Masculino,Activo,Web
CL-02188,Harry,Hunt,SIM-3672763P,heidiavila@example.net,+1 689696918,Canadá,West Sara,"62531 Kenneth Course Suite 295, Kellihaven, YT K1M9N4",2025-03-08,1970-09-17,Masculino,Inactivo,Referido
CL-02189,Ruben,Marí,SIM-X0261366V,gpedro@example.com,+34 668028756,España,Sevilla,"Callejón Bernabé Pla 72, Almería, 22570",2024-04-25,1949-07-08,Femenino,Activo,Instagram
CL-02190,Susanne,Olivier,SIM-Z2688997K,dbegue@example.net,+33 638427860,Francia,Aubert,"5, chemin de Wagner, 34258 Masse",2024-08-03,1962-05-10,Femenino,Activo,Tienda física
CL-02191,Simone,Blin,SIM-7733494C,vblanchet@example.com,+33 602598103,Francia,Simon,"782, rue Nathalie Boulanger, 86686 Goncalves",2023-11-21,1965-12-26,Otro,Activo,Web
CL-02192,Mariana,Bonilla,SIM-X0434694V,orodarte@example.com,+52 644610321,México,San Ofelia los bajos,"Calzada Benavídez 562 Edif. 598 , Depto. 467, Vieja Azerbaiyán, CHIS 76083-1744",2025-03-15,1971-01-25,Femenino,Activo,Tienda física
CL-02193,Edeltraut,Tröst,SIM-Y1199191V,bbinner@example.org,+49 675127814,Alemania,Stade,"Kostolzinallee 7/6, 20429 Wiedenbrück",2023-11-30,2003-02-15,Femenino,Activo,Web
CL-02194,Knut,Lübs,SIM-Z2532825L,lisa86@example.org,+49 642470177,Alemania,Eckernförde,"Irina-Keudel-Ring 3, 97408 Kaiserslautern",2024-07-31,1976-03-07,Otro,Activo,Instagram
CL-02195,林,刘,SIM-X0557496E,qiangliang@example.net,+86 683597000,China,梧州县,重庆市淑华市六枝特黄街A座 620601,2023-10-25,1985-12-03,Masculino,Inactivo,Web
CL-02196,Hans-Joachim,Henschel,SIM-6458018D,holtsimon@example.com,+49 691929999,Alemania,Starnberg,"Ernststr. 13-77, 34062 Dachau",2024-02-19,1979-02-06,Femenino,Inactivo,Instagram
CL-02197,Letícia,Gomes,SIM-9406693S,cecilia25@example.net,+55 694849776,Brasil,Duarte,"Trevo de Sales, 8, Vila Nova Gameleira 1ª Seção, 09435421 Sá Paulista / RN",2024-03-06,1978-09-01,Femenino,Suspendido,Web
CL-02198,Janice,Lewis,SIM-3620803M,stevenfoster@example.org,+1 636097974,Estados Unidos,West Julietown,"22224 Fred Mission Apt. 397, Port Stephen, WI 05468",2024-07-18,1976-12-25,Masculino,Activo,Web
CL-02199,Michael,Patterson,SIM-6475094L,bhill@example.com,+1 644193783,Estados Unidos,West Bradleyport,"308 Fuentes Ford, New Kathleenberg, NV 89648",2025-05-24,2003-08-08,Femenino,Activo,Instagram
CL-02200,Julie,Watson,SIM-7377751H,kyle79@example.net,+1 671862968,Canadá,West Mark,"086 Michael Pine Apt. 223, Jessicabury, NU H6N9X4",2024-01-13,1945-07-30,Otro,Activo,Referido
CL-02201,Zachary,Potter,SIM-5052541Q,matthew24@example.net,+1 650931415,Estados Unidos,Lake Amber,"279 Elijah Mount, West Luke, DC 32132",2024-11-03,1995-05-08,Otro,Inactivo,Tienda física
CL-02202,莹,王,SIM-7044833W,ehao@example.com,+86 646295099,China,合肥市,黑龙江省深圳县江北党街A座 174720,2024-07-30,1981-12-24,Femenino,Inactivo,Tienda física
CL-02203,Anselma,Pozo,SIM-Z2687335S,almudena05@example.com,+58 692049327,Venezuela,Lugo,"Paseo Pepito Márquez 614, Teruel, 07019",2023-11-04,1989-06-17,Masculino,Suspendido,Instagram
CL-02204,Януарий,Журавлева,SIM-Y1238384H,ustin_38@example.com,+7 655444559,Rusia,клх Юровск,"г. Челябинск, алл. Плеханова, д. 2 к. 6/5, 378740",2024-12-16,1944-10-10,Femenino,Activo,Tienda física
CL-02205,José Ángel,Rico,SIM-Z2415134L,vaqueropaz@example.net,+58 647740158,Venezuela,Segovia,"Rambla Flora Ledesma 13 Puerta 1 , Murcia, 24153",2024-03-10,1992-07-23,Otro,Activo,Instagram
CL-02206,Federico,Pizzetti,SIM-9220377E,morenacarli@example.org,+39 643048171,Italia,La Muddizza,"Canale Pistoletto, 25, 37063, Pellegrina (VR)",2024-04-26,1985-08-19,Femenino,Activo,Instagram
CL-02207,Gabriel,Raya,SIM-X0437934Z,sandra25@example.net,+52 617881250,México,Nueva Sudán,"Circunvalación Sur Limón 602 464, Vieja Sudáfrica, VER 54567-6606",2024-05-23,1992-10-07,Otro,Activo,Tienda física
CL-02208,Heinz-Peter,Aumann,SIM-Y1894040J,khartmann@example.net,+49 608164476,Alemania,Bernburg,"Jesselstr. 9810, 49261 Wolgast",2025-03-22,1995-01-31,Masculino,Activo,Referido
CL-02209,Piotr,Walter,SIM-Y1483749L,lackermann@example.org,+49 696205237,Alemania,Wesel,"Gertzring 37-55, 66864 Bad Langensalza",2025-03-27,1998-03-13,Masculino,Activo,Instagram
CL-02210,Reyes,Ricart,SIM-3283565Q,jeronimo30@example.org,+58 689262979,Venezuela,Cádiz,"Acceso de Graciano Atienza 479, Castellón, 49383",2023-10-28,1949-07-16,Femenino,Inactivo,Instagram
CL-02211,Karen,Parker,SIM-Z2362028C,twright@example.net,+1 660850504,Canadá,West Jacobberg,"04628 Mckinney Ville, West Elizabethfurt, NB B4T6L2",2024-01-12,1967-02-16,Otro,Activo,Tienda física
CL-02212,欣,刘,SIM-6839693E,fangyu@example.com,+86 666083325,China,亮市,重庆市兴城县海港深圳街n座 346667,2024-11-01,1975-05-03,Otro,Suspendido,Instagram
CL-02213,Sole,Zanzi,SIM-X0391873E,angelina14@example.net,+39 699140439,Italia,Senna Comasco,"Piazza Sobrero, 877, 84131, Mercatello Di Salerno (SA)",2025-07-23,1963-02-27,Otro,Activo,Instagram
CL-02214,Caroline,Lamy,SIM-2062669Y,sylviejoseph@example.com,+33 639671826,Francia,Weiss-sur-Coste,"86, boulevard Mercier, 70896 Hebert",2024-06-29,1996-12-20,Masculino,Activo,Tienda física
CL-02215,Лукия,Прохоров,SIM-2374245R,shcherbakovanina@example.com,+7 608766315,Rusia,д. Избербаш,"п. Наро-Фоминск, пер. Блюхера, д. 1/7 к. 498, 025903",2024-08-09,1954-11-24,Otro,Activo,Tienda física
CL-02216,Deanna,Brown,SIM-Z2423757V,larsonbrittany@example.com,+1 685161468,Estados Unidos,West Mary,"899 Navarro Harbors Suite 560, Shaneland, MH 45968",2024-09-21,1978-11-14,Femenino,Activo,Referido
CL-02217,岩,黄,SIM-4029450B,gangren@example.org,+86 665294247,China,拉萨市,江苏省勇县安次南京街E座 866820,2025-07-05,1977-03-18,Otro,Activo,Instagram
CL-02218,太郎,吉田,SIM-Z2389449W,hiroshi86@example.org,+81 608726681,Japón,富里市,京都府長生郡長南町吾妻橋25丁目26番9号 戸島クレスト920,2025-02-19,1957-07-27,Masculino,Activo,Web
CL-02219,María Cristina,Boada,SIM-Z2125675S,vicenteclementina@example.org,+34 656475357,España,Málaga,"Vial Fátima Osorio 4, Ciudad, 18988",2024-05-13,1959-04-05,Otro,Activo,Referido
CL-02220,太一,渡辺,SIM-Y1215144P,hideki62@example.net,+81 692594240,Japón,青ヶ島村,三重県八丈島八丈町東三島14丁目1番8号 アーバン一ツ橋988,2023-09-25,1994-03-24,Masculino,Activo,Tienda física
CL-02221,Rafael,Albero,SIM-Y1879870B,duilio91@example.net,+34 665205097,España,Cuenca,"Cañada Osvaldo Arce 10, Ceuta, 12036",2025-02-21,1997-10-20,Femenino,Activo,Instagram
CL-02222,Anna,Iglesia,SIM-6713792T,qiniguez@example.com,+58 621318577,Venezuela,Zaragoza,"Cuesta de Reina Conesa 79 Apt. 58 , Ourense, 05528",2024-10-21,1945-08-05,Otro,Activo,Web
CL-02223,Ana Julia,da Mota,SIM-2789327W,otavio44@example.net,+55 681419050,Brasil,Brito das Flores,"Vila João Gabriel Gonçalves, 86, Brasil Industrial, 94775-839 Sampaio / GO",2025-05-24,1994-06-24,Masculino,Activo,Web
CL-02224,Jo,Flores,SIM-Y1972529A,jenniferjohnson@example.net,+1 651769201,Canadá,Port Geraldland,"60702 Stevens Centers, New Brandon, SK E8P1A1",2025-01-29,1955-06-06,Masculino,Activo,Referido
CL-02225,Elvira,Bernal,SIM-Z2899724E,agustinarreola@example.org,+52 691466296,México,Nueva Eslovaquia,"Periférico Villagómez 596 Edif. 405 , Depto. 323, Nueva Argentina, YUC 22408",2024-06-03,1949-02-04,Masculino,Suspendido,Web
CL-02226,Maria Luiza,Nascimento,SIM-6875210G,davi-miguel28@example.org,+55 622860916,Brasil,Rodrigues,"Lago de das Neves, 26, Alto Vera Cruz, 66389274 Farias / PE",2025-07-05,2002-06-28,Otro,Activo,Instagram
CL-02227,充,青木,SIM-Y1918519C,hanako19@example.org,+81 660337192,Japón,鴨川市,長崎県豊島区丹勢7丁目6番17号 アーバン氏家071,2023-12-30,1957-05-10,Masculino,Activo,Referido
CL-02228,Pompeo,Mastandrea,SIM-Y1945581B,angelinamusatti@example.org,+39 618022295,Italia,St.Jakob Bei Boze,"Contrada Giradello, 31, 40122, Bologna (BO)",2024-05-30,1992-05-26,Femenino,Suspendido,Referido
CL-02229,Paola,Lledó,SIM-7666749K,remediosandrade@example.org,+34 696373085,España,Lugo,"Glorieta de Aurelio Piñeiro 7, Albacete, 21497",2024-02-09,1964-04-18,Masculino,Activo,Web
CL-02230,Javier,Izquierdo,SIM-7088020H,jacinta24@example.net,+58 625225538,Venezuela,Guadalajara,"Acceso Gregorio Téllez 86, Las Palmas, 44345",2024-01-28,1997-01-26,Otro,Activo,Tienda física
CL-02231,Francesco,Sommaruga,SIM-2323695M,guglielmo18@example.com,+39 698956550,Italia,Pontremoli,"Vicolo Virgilio, 33, 33095, Rauscedo (PN)",2025-02-15,1967-01-01,Femenino,Activo,Instagram
CL-02232,Jeanne,Mahe,SIM-Y1467256V,anoukdelmas@example.com,+33 652214963,Francia,Gomez,"49, rue Guyon, 30363 Dias",2024-08-17,1993-06-27,Masculino,Activo,Web
CL-02233,Patricio,Castells,SIM-Y1812534L,salomellorente@example.org,+58 689587488,Venezuela,Salamanca,"Glorieta de Urbano Pou 55, Cáceres, 42956",2025-01-20,1963-06-16,Masculino,Activo,Tienda física
CL-02234,Cándido,Andrés,SIM-1872971N,evives@example.com,+34 685776677,España,Albacete,"Plaza de Jovita Abellán 15 Puerta 4 , Baleares, 05797",2025-03-11,1957-08-14,Otro,Inactivo,Web
CL-02235,Lupe,Fabra,SIM-3710005J,nelorza@example.org,+34 663164224,España,Lugo,"Urbanización de Josefina Rodrigo 49, Baleares, 18120",2023-12-24,1963-03-09,Masculino,Activo,Referido
CL-02236,Ludmila,Beier,SIM-X0618345J,steinbergkarl-august@example.org,+49 650947419,Alemania,Karlsruhe,"Hahnallee 476, 43018 Ebersberg",2025-03-13,1991-07-21,Femenino,Activo,Tienda física
CL-02237,Evangelista,Fittipaldi,SIM-7137718J,rapisardialfredo@example.com,+39 691526506,Italia,Bagnoli Della Rosandra,"Piazza Morricone, 0 Piano 9, 10011, Aglie' (TO)",2024-06-10,1966-06-30,Femenino,Activo,Instagram
CL-02238,Alejandro,Batista,SIM-X0564919Q,inunez@example.net,+52 648012760,México,San Pascual los altos,"Circuito Norte Cano 160 709, Nueva Suiza, COAH 83565-2108",2025-03-22,1958-09-07,Masculino,Activo,Instagram
CL-02239,Loreto,Coello,SIM-2216186K,inigoarmas@example.org,+34 699927267,España,Navarra,"Avenida de Epifanio Ojeda 3, Zamora, 30318",2025-08-28,1975-08-22,Masculino,Activo,Web
CL-02240,Daniel,Goncalves,SIM-3881929N,remymercier@example.net,+33 664359516,Francia,Techerdan,"avenue Morin, 65729 Saint Josette-les-Bains",2023-11-23,1990-03-20,Masculino,Inactivo,Web
CL-02241,Jennifer,Powell,SIM-3541515K,bscott@example.org,+1 633505607,Canadá,Harrisberg,"3172 Butler Place, Cooleyside, SK G4C3R9",2025-08-18,1991-02-14,Femenino,Activo,Tienda física
CL-02242,Ульян,Семенова,SIM-7908323A,sidorovdemjan@example.net,+7 613625204,Rusia,ст. Урус-Мартан,"к. Вязьма, ш. Саратовское, д. 6/1, 363188",2024-05-20,1979-01-30,Masculino,Activo,Referido
CL-02243,Maristela,Roura,SIM-8147056L,dolores20@example.com,+34 675006544,España,Las Palmas,"Plaza de Margarita Perelló 12 Apt. 86 , Huesca, 15371",2024-01-09,1979-05-22,Femenino,Activo,Web
CL-02244,洋介,斉藤,SIM-X0130351X,tomoya20@example.com,+81 620360607,Japón,印旛郡栄町,滋賀県練馬区一ツ橋1丁目24番10号 秋葉原シャルム847,2024-10-13,1975-09-27,Masculino,Activo,Instagram
CL-02245,Gina,Lloyd,SIM-Y1696793Z,timothy40@example.com,+1 618609789,Estados Unidos,Michaelton,"38611 Kristen Plaza, Williamschester, NC 47335",2025-07-13,1960-12-21,Masculino,Activo,Instagram
CL-02246,Alicia,Escobar,SIM-Z2780799F,melissa98@example.com,+1 665682063,Estados Unidos,New Anthony,"4338 Hale Stream Apt. 175, Randallbury, PR 33729",2025-05-22,1978-03-23,Femenino,Activo,Instagram
CL-02247,Pelayo,Zamorano,SIM-Y1417487C,ramirezurbano@example.org,+34 627116402,España,Girona,"Avenida de Eligia Caballero 71 Puerta 0 , Ciudad, 46151",2023-11-28,1973-09-03,Masculino,Activo,Web
CL-02248,João Vitor,Correia,SIM-4886826Q,josuejesus@example.net,+55 619791006,Brasil,da Cunha,"Via de Siqueira, 3, Vila Suzana Primeira Seção, 79129213 Fernandes Paulista / MT",2025-01-23,1973-04-24,Masculino,Activo,Instagram
CL-02249,Sibylle,Etzold,SIM-4146335X,upoelitz@example.org,+49 681444163,Alemania,Freising,"Jacob-Rosemann-Straße 9394, 18676 Bitterfeld",2024-04-05,1978-03-30,Masculino,Activo,Web
CL-02250,Всеволод,Анисимова,SIM-5236031N,wkovaleva@example.com,+7 698039311,Rusia,ст. Галич,"клх Пятигорск, ш. Ручейное, д. 52 к. 4, 911105",2024-03-06,1948-07-24,Masculino,Activo,Referido
CL-02251,Baldassare,Cherubini,SIM-X0394717Z,aldobajamonti@example.net,+39 617434024,Italia,Bolladello,"Strada Giannini, 4 Appartamento 74, 01021, Acquapendente (VT)",2023-11-08,1973-08-28,Otro,Activo,Referido
CL-02252,Lourdes,Cueto,SIM-X0926168G,azeneth53@example.net,+58 686408640,Venezuela,Cáceres,"Vial Felipa Castells 344 Piso 3 , Cantabria, 12344",2025-02-22,1965-01-24,Otro,Inactivo,Referido
CL-02253,Eusebia,Carbó,SIM-X0230364L,toribio55@example.net,+58 629803127,Venezuela,Cádiz,"Urbanización Amando Morcillo 8, Granada, 35018",2025-08-13,1984-09-02,Femenino,Activo,Tienda física
CL-02254,Andrea,Potter,SIM-Y1197699C,pattersongrace@example.org,+1 648936752,Canadá,Jasonhaven,"00853 Adam Burg, Lake Benjamin, NU X7P9S6",2025-06-16,1988-08-15,Femenino,Activo,Web
CL-02255,Colette,Leduc,SIM-X0837205M,smartel@example.net,+33 604182790,Francia,Paris-sur-Mer,"115, avenue Laine, 88929 Pelletier",2025-07-26,1957-03-25,Femenino,Activo,Web
CL-02256,Sabas,Losada,SIM-Y1215058Z,xaviersantamaria@example.net,+58 662949814,Venezuela,Almería,"Via de Josep Manzano 42, Vizcaya, 11085",2025-06-03,1952-02-02,Otro,Inactivo,Tienda física
CL-02257,Ульян,Блохин,SIM-8854626V,dkononov@example.com,+7 626426487,Rusia,клх Хатанга,"с. Петропавловск-Камчатский, наб. Красина, д. 52, 673512",2023-11-25,1948-02-17,Masculino,Activo,Referido
CL-02258,Tania,Reyes,SIM-Y1329584T,mayodaniela@example.org,+58 634770532,Venezuela,Almería,"Pasaje Joan Lloret 3, Vizcaya, 35833",2023-12-25,2006-11-27,Masculino,Activo,Instagram
CL-02259,艳,伍,SIM-X0356914T,li68@example.com,+86 635572664,China,娜县,江西省波市牧野李路B座 400630,2024-02-14,1957-01-13,Femenino,Activo,Referido
CL-02260,Nicole,Gérard,SIM-Z2688752Y,huguesroche@example.net,+33 643911848,Francia,LacombeBourg,"94, rue Isaac Faure, 17615 Sainte Olivie",2024-12-20,1954-04-24,Masculino,Inactivo,Instagram
CL-02261,英樹,村上,SIM-Y1450500M,kyosuke02@example.com,+81 629775913,Japón,多摩市,鹿児島県横浜市西区丸の内34丁目17番3号 アーバン元浅草795,2024-01-30,1946-06-26,Femenino,Activo,Instagram
CL-02262,琳,张,SIM-Y1329041D,oma@example.com,+86 638556982,China,彬县,天津市帆市怀柔张路R座 903806,2023-11-20,1951-03-15,Otro,Activo,Tienda física
CL-02263,Brian,Campbell,SIM-2864543P,websterjohn@example.com,+1 677684736,Estados Unidos,New Nicole,"02007 John Mountains, South Sandy, TX 31175",2024-07-16,1970-09-17,Femenino,Activo,Referido
CL-02264,兵,毛,SIM-Y1469710X,gongxia@example.net,+86 644742496,China,上海县,云南省玉英县西峰马鞍山街t座 704862,2025-02-10,1975-07-26,Masculino,Activo,Tienda física
CL-02265,Milo,Tron,SIM-Y1780932L,simonettapersico@example.com,+39 603232606,Italia,Sant'Andrea Apostolo,"Canale Littizzetto, 5 Piano 5, 47838, Riccione (RN)",2024-03-20,1965-01-06,Otro,Activo,Web
CL-02266,Clara,Ródenas,SIM-X0936535K,storrents@example.com,+1-809 602427925,Dominican Republic,Zaragoza,"Rambla Ricarda Arévalo 9 Piso 3 , Zamora, 29008",2025-01-18,1999-05-18,Masculino,Suspendido,Web
CL-02267,Ermanno,Ceschi,SIM-9000205Y,terragnibettina@example.com,+39 668583010,Italia,Supino,"Rotonda Puccini, 1 Piano 3, 43032, Pione (PR)",2024-12-02,2004-09-14,Otro,Activo,Instagram
CL-02268,Carlito,Jimenez,SIM-3653696P,ema30@example.org,+34 651692862,España,Guadalajara,"Plaza de Juanito Conde 99 Puerta 6 , Málaga, 12015",2024-03-20,1959-04-10,Masculino,Activo,Referido
CL-02269,Maria Cecília,Campos,SIM-6288803M,azevedolucas-gabriel@example.com,+55 602197047,Brasil,Andrade,"Passarela Mendonça, 23, Alpes, 14421-233 Pimenta do Campo / ES",2025-05-30,1946-01-23,Femenino,Activo,Referido
CL-02270,Siegried,Junitz,SIM-X0357675W,salznora@example.org,+49 650248845,Alemania,Tecklenburg,"Fiebigplatz 4, 81073 Altentreptow",2024-07-19,1953-01-30,Masculino,Activo,Web
CL-02271,Fiamma,Ajello,SIM-8762119Q,gian21@example.org,+39 642813015,Italia,Camaro,"Via Oreste, 38 Appartamento 5, 13028, Scopello (VC)",2025-05-09,1972-11-30,Femenino,Activo,Instagram
CL-02272,Beatriz,Cirino,SIM-Y1164996T,felipeleao@example.net,+55 664395703,Brasil,Cirino do Campo,"Chácara de Martins, 3, Acaiaca, 26467-234 Nogueira do Amparo / AP",2025-03-04,1956-11-22,Masculino,Activo,Web
CL-02273,海燕,王,SIM-Y1613815C,axiao@example.com,+86 667106621,China,晶县,上海市英市南溪陈街M座 785964,2024-08-09,1950-02-03,Otro,Activo,Referido
CL-02274,Cipriano,Terrón,SIM-4607048X,hilario74@example.com,+58 694844038,Venezuela,La Rioja,"Pasadizo Dimas Cobo 644 Apt. 46 , Badajoz, 44162",2023-10-23,1979-12-13,Femenino,Activo,Web
CL-02275,Augusto,Bertrán,SIM-X0344893P,matejordan@example.org,+34 682476343,España,Ciudad,"Alameda de Encarnita Romeu 73, Cáceres, 26925",2024-02-08,2003-09-28,Masculino,Inactivo,Referido
CL-02276,Timoteo,Guillen,SIM-9175548C,cesarhernandez@example.net,+52 676387449,México,San Lucas los bajos,"Diagonal Sur Ortega 685 815, San Martha los altos, MEX 84698-7602",2024-09-02,1958-07-22,Otro,Inactivo,Referido
CL-02277,Gerdi,Drewes,SIM-X0468717T,moechlichenfrithjof@example.net,+49 651855994,Alemania,Prenzlau,"Zoltan-Bolander-Gasse 4-1, 60793 Gardelegen",2024-02-22,2005-09-20,Femenino,Inactivo,Instagram
CL-02278,兵,任,SIM-9250107J,isu@example.org,+86 645836775,China,上海县,广西壮族自治区颖县长寿张街L座 571740,2024-01-15,2001-03-15,Otro,Activo,Web
CL-02279,Thibaut,Pasquier,SIM-5340132S,michellebaron@example.net,+33 656810250,Francia,Saint StéphanieBourg,"23, chemin Bazin, 04108 Lemaître",2024-02-21,1954-05-13,Masculino,Activo,Instagram
CL-02280,Cleto,Álamo,SIM-4510774Z,jcastro@example.org,+1-809 677265138,Dominican Republic,Lleida,"Rambla de Silvio Cerro 506 Apt. 97 , Valencia, 18128",2025-01-28,1945-06-15,Masculino,Activo,Instagram
CL-02281,Laura,Costalonga,SIM-X0353512W,nbonolis@example.org,+39 638013389,Italia,Bagno Di Gavorrano,"Viale Fabia, 92 Piano 2, 39057, Montiggl (BZ)",2024-06-16,1963-09-19,Otro,Inactivo,Instagram
CL-02282,Román,Dueñas,SIM-Y1976773S,prudenciacanales@example.com,+1-809 627460048,Dominican Republic,Huesca,"Paseo de Oriana Barriga 91 Apt. 87 , Badajoz, 24337",2023-10-10,1958-10-30,Femenino,Activo,Tienda física
CL-02283,Nayeli,Chapa,SIM-Y1970792Z,calfaro@example.com,+52 672090966,México,San Israel de la Montaña,"Periférico Norte Sierra 663 Interior 132, San Miguel los altos, DGO 80041",2024-04-22,1965-10-19,Otro,Activo,Referido
CL-02284,丽华,彭,SIM-Y1623140F,weizhu@example.org,+86 644802349,China,玉兰市,辽宁省宁德县吉区西安路s座 607961,2024-09-03,1959-05-16,Otro,Activo,Referido
CL-02285,Brian,Clay,SIM-Z2362614P,nvasquez@example.net,+1 621182554,Canadá,Port Ryan,"920 Herrera Path Suite 900, Angelahaven, YT X3C 7Y3",2025-03-23,1970-11-25,Femenino,Activo,Web
CL-02286,颖,侯,SIM-5559374K,duyong@example.org,+86 686749934,China,哈尔滨县,江西省兴安盟县秀英南昌路m座 437745,2024-05-29,1970-08-19,Otro,Activo,Web
CL-02287,Николай,Журавлева,SIM-Z2878506X,ferapontshcherbakov@example.net,+7 692891097,Rusia,клх Курумкан,"п. Адлер, алл. Леонова, д. 6, 066705",2023-12-26,1988-11-06,Femenino,Activo,Tienda física
CL-02288,Océane,Le Gall,SIM-Y1178325N,zfabre@example.net,+33 685744491,Francia,Sainte Élodie,"41, avenue Aimé Techer, 19372 Boyer-les-Bains",2025-02-06,1954-02-09,Masculino,Inactivo,Tienda física
CL-02289,Adora,Torres,SIM-Y1725314S,ffigueroa@example.com,+34 611078719,España,Baleares,"Urbanización Pía Garzón 531, Guadalajara, 06956",2024-09-14,1978-03-05,Otro,Activo,Web
CL-02290,玉,姚,SIM-Z2947049J,jiedai@example.net,+86 656326430,China,阜新市,云南省深圳市静安六盘水路S座 599478,2025-04-30,1946-06-10,Femenino,Suspendido,Referido
CL-02291,くみ子,高橋,SIM-Z2403427L,yamazakikazuya@example.net,+81 617336721,Japón,長生郡一宮町,秋田県横浜市栄区台場39丁目11番15号 アーバン小入940,2024-11-25,1966-02-20,Femenino,Activo,Tienda física
CL-02292,Sabrina,Macedo,SIM-8681940S,da-cruzlucas@example.net,+55 689241828,Brasil,Correia de Cavalcanti,"Rodovia de Vargas, 79, Conjunto Providencia, 76023-265 Aparecida / AP",2023-11-15,1997-08-06,Masculino,Activo,Web
CL-02293,Lucho,Río,SIM-X0822482W,socorro22@example.net,+1-809 662906696,Dominican Republic,Palencia,"Cuesta Ema Bartolomé 5, Murcia, 02261",2025-09-13,1954-08-30,Masculino,Activo,Referido
