client_id,name,lastname,ID,email,phone,country,city,address,fecha_registro,fecha_nacimiento,genero,estado,canal
CL-00313,Songül,Stiebitz,SIM-6719262L,heino55@example.net,+49-649227898,Alemania,Duderstadt,"Folker-Kranz-Straße 45/61, 82733 Bamberg",2024-06-15,1984-10-17,Masculino,Inactivo,Instagram
CL-00314,Edda,Mude,SIM-Y1743814T,nhande@example.net,+49-682717406,Alemania,Gadebusch,"Preißallee 95, 69983 Leipziger Land",2025-01-15,2000-05-05,Femenino,Activo,Referido
CL-00315,淳,阿部,SIM-Y1497236M,yuta35@example.org,+81-786390286,Japón,横浜市瀬谷区,鹿児島県八丈島八丈町中宮祠32丁目22番2号 権現堂シャルム403,2025-08-07,1959-06-28,Femenino,Activo,Web
CL-00316,Michael,Rivera,SIM-5501405N,rrose@example.net,+1-420090907,Estados Unidos,Port Jacob,"553 Joshua Bypass, New Francisco, AK 73748",2025-06-22,1969-06-23,Femenino,Activo,Tienda física
CL-00317,Hedwig,Beyer,SIM-X0739241K,wesackhanspeter@example.net,+49-150658268,Alemania,Bergzabern,"Nikolai-Hertrampf-Platz 23, 93052 Miesbach",2024-10-02,1989-12-28,Otro,Inactivo,Referido
CL-00318,Baltasar,Belmonte,SIM-4876159K,bernardita67@example.com,+58-319470621,Venezuela,Málaga,"Cañada de Bernarda García 496, Granada, 28689",2024-07-10,1946-06-24,Masculino,Activo,Tienda física
CL-00319,Noah,Moreno,SIM-2443002B,emarsh@example.net,+1-898951368,Estados Unidos,Castromouth,"054 Lauren Underpass, East Regina, NV 01179",2023-12-03,1994-02-12,Femenino,Activo,Referido
CL-00320,Jesus,Harris,SIM-Z2128148G,fballard@example.com,+1-539817848,Canadá,Shelbyland,"12640 Snyder Viaduct, Michaelfort, MB Y2N3K8",2025-04-08,1955-03-08,Otro,Activo,Web
CL-00321,Océane,Wagner,SIM-6346818Z,maillardjules@example.org,+33-426727265,Francia,Perrot,"84, boulevard de Legros, 38393 Schneider",2023-12-12,1975-12-31,Femenino,Inactivo,Web
CL-00322,Maria Luísa,Mendes,SIM-3876212E,maria-sophia72@example.com,+55-721626518,Brasil,Rocha,"Vale de Duarte, 35, Apolonia, 85742398 Moraes de Souza / MT",2024-05-30,1964-07-27,Femenino,Activo,Web
CL-00323,Juanita,Saez,SIM-Y1934759E,hvila@example.net,+34-800348925,España,Tarragona,"Via José Monreal 17 Piso 8 , Lleida, 25301",2024-07-27,1988-05-21,Masculino,Activo,Web
CL-00324,Alfred,Bloch,SIM-X0670659W,heinz-guenter73@example.com,+49-309419993,Alemania,Lübeck,"Katharine-Scholz-Allee 7003, 46658 Neustadtner Waldnaab",2024-01-31,1970-01-11,Femenino,Suspendido,Tienda física
CL-00325,María Eugenia,Arevalo,SIM-Z2338550W,gregoriobarragan@example.net,+52-180721768,México,Vieja Letonia,"Privada Durango 405 Edif. 824 , Depto. 289, San Bernabé de la Montaña, BC 47031-4045",2023-09-21,1976-07-12,Femenino,Suspendido,Web
CL-00326,Ian,Smith,SIM-3613078P,williamhall@example.net,+1-490634799,Estados Unidos,Medinaberg,"9917 Webster Glen Suite 344, Lake Ronald, AL 18430",2023-09-01,1951-06-05,Femenino,Activo,Tienda física
CL-00327,Cosme,Arce,SIM-X0181225P,baenafelipa@example.com,+34-277068787,España,Murcia,"Callejón Porfirio Salazar 29 Puerta 5 , Guadalajara, 18169",2025-08-17,1958-06-08,Masculino,Activo,Tienda física
CL-00328,Melina,Vasconcelos,SIM-Y1471185J,enzo-gabrielpastor@example.net,+55-978459113,Brasil,da Cunha de Pinto,"Vale Gael Henrique Rios, 52, Canadá, 16234684 Alves Paulista / RR",2025-03-28,2000-08-13,Otro,Activo,Tienda física
CL-00329,Eric,Walker,SIM-Z2158947Y,larajennifer@example.net,+1-459698372,Canadá,Jeffreyville,"981 Matthew Fork Apt. 353, East Evan, NU T2V1G1",2025-05-12,1994-10-23,Masculino,Activo,Referido
CL-00330,Reina,Manso,SIM-4073727J,edmundobelda@example.net,+58-209218374,Venezuela,Girona,"Calle Curro Cervantes 30, La Rioja, 40140",2025-06-09,1981-03-07,Femenino,Activo,Referido
CL-00331,Benjamín,Bellido,SIM-9331071V,maura78@example.com,+34-547338394,España,Lugo,"Ronda Zaira Llano 1 Apt. 78 , Las Palmas, 46504",2024-06-09,2003-07-10,Masculino,Inactivo,Web
CL-00332,Андрей,Фокин,SIM-X0764008V,ljubosmisl23@example.org,+7-668110081,Rusia,п. Североуральск,"клх Тобольск, пер. Курчатова, д. 3/1 к. 6, 934415",2024-10-13,1980-09-22,Masculino,Activo,Instagram
CL-00333,Elijah,Mcclure,SIM-6999132W,fbennett@example.com,+1-940704096,Estados Unidos,North Kelly,"1057 Ward Village, Romanview, ID 06783",2024-05-05,2003-01-19,Femenino,Inactivo,Web
CL-00334,Natali,Wende,SIM-Z2400465R,maustermuehle@example.net,+49-429366843,Alemania,Olpe,"Wielochgasse 8, 51008 Hagenow",2024-01-24,1979-04-14,Masculino,Suspendido,Referido
CL-00335,聡太郎,岡田,SIM-5778065M,yamashitasotaro@example.org,+81-936783828,Japón,あきる野市,山形県西東京市東三島8丁目25番18号 ハイツ芝公園719,2024-08-01,1990-05-16,Masculino,Activo,Web
CL-00336,Eligia,Figuerola,SIM-Z2240111A,viviana96@example.com,+34-211765256,España,Cantabria,"Rambla de Ligia Vilalta 1 Puerta 5 , Barcelona, 04268",2024-04-21,1980-02-07,Masculino,Activo,Tienda física
CL-00337,Jerónimo,Rojas,SIM-X0886521D,angela79@example.com,+34-341524993,España,Ourense,"Callejón de Florina Tamarit 21, Cáceres, 42072",2024-04-15,1954-02-13,Femenino,Activo,Tienda física
CL-00338,Salma,Carrillo,SIM-1138789J,geronimo63@example.net,+52-789120399,México,San Flavio los altos,"Periférico Ulloa 434 Edif. 665 , Depto. 339, San Zacarías los bajos, ZAC 80996",2024-05-28,1954-08-12,Femenino,Activo,Instagram
CL-00339,Desiree,Dörr,SIM-X0583959N,irmhildullrich@example.com,+49-112422115,Alemania,Husum,"Heinz-Peter-Kreusel-Platz 68-58, 54436 Brandenburg",2023-09-12,1999-03-03,Femenino,Activo,Instagram
CL-00340,James,Stone,SIM-Z2367297E,kennedychloe@example.org,+1-656722948,Estados Unidos,North Georgehaven,"51474 Sanchez Glen, East Troymouth, VA 43853",2025-01-27,2003-11-14,Masculino,Inactivo,Tienda física
CL-00341,Concepción,Nevárez,SIM-X0221645V,floresvirginia@example.net,+52-985493129,México,Nueva Kiribati,"Boulevard Adame 010 Interior 991, Nueva Tonga, TLAX 21425",2023-10-31,1993-05-01,Otro,Activo,Tienda física
CL-00342,Wilfrido,de la O,SIM-Z2808328M,fcarrero@example.net,+52-124580492,México,San Dolores los altos,"Cerrada Norte Nájera 474 Edif. 416 , Depto. 133, Nueva Grecia, PUE 21276-3242",2023-09-24,1997-07-06,Otro,Activo,Referido
CL-00343,Éléonore,Renard,SIM-8955359X,benjaminbenard@example.org,+33-855687454,Francia,Evrard-la-Forêt,"39, rue de Grenier, 12676 Andrenec",2025-01-25,1992-01-04,Masculino,Activo,Tienda física
CL-00344,Tiffany,Campos,SIM-Y1502336E,williamskayla@example.org,+1-508257434,Estados Unidos,South Robin,"USNS Clark, FPO AE 73760",2024-10-13,1993-01-07,Otro,Activo,Instagram
CL-00345,Théodore,Parent,SIM-2215607V,elevy@example.org,+33-202777289,Francia,CousinVille,"2, rue de Henry, 36392 Diallo-sur-Diallo",2025-06-21,1978-08-10,Femenino,Inactivo,Tienda física
CL-00346,Ciro,Robledo,SIM-2994165W,flavia50@example.org,+1-809-595487628,Dominican Republic,Álava,"Callejón Eva Querol 35, La Rioja, 09224",2025-05-02,1995-12-11,Otro,Activo,Referido
CL-00347,Evelio,Crespo,SIM-6281959S,matostimoteo@example.net,+52-308040618,México,San Trinidad de la Montaña,"Calle Campeche 065 Edif. 643 , Depto. 050, Nueva Somalia, TAB 71702-2792",2024-09-05,1981-02-01,Otro,Activo,Web
CL-00348,Joshua,Thomas,SIM-Y1319739E,wrightstephen@example.net,+1-983647297,Canadá,West Crystalshire,"1130 Vanessa Trail Suite 895, Camposside, MB Y9C5X2",2025-06-09,2002-01-29,Femenino,Suspendido,Instagram
CL-00349,Danilo,Marzorati,SIM-9221507W,gualtierivittorio@example.net,+39-325548059,Italia,Fiscaglia,"Stretto Ricciotti, 28 Appartamento 9, 10019, Carrone (TO)",2025-07-05,1985-06-20,Otro,Inactivo,Tienda física
CL-00350,陽子,山口,SIM-6298543Q,dhashimoto@example.com,+81-927960970,Japón,神津島村,大分県小平市千塚23丁目19番9号 シャルム押上504,2023-09-22,1969-05-25,Femenino,Activo,Referido
CL-00351,Lina,Fischetti,SIM-6415754L,bacciotoselli@example.com,+39-121115976,Italia,Costiera Di Mazara,"Vicolo Caironi, 67 Piano 2, 13896, Netro (BI)",2024-09-14,1954-01-21,Masculino,Activo,Instagram
CL-00352,Karen,Fox,SIM-Z2950876E,hansonsteve@example.net,+1-196474763,Estados Unidos,Jacksonhaven,"9580 David Lock, Michelleland, GU 61927",2023-09-14,1956-10-20,Masculino,Activo,Web
CL-00353,Aitana,Trillo,SIM-Z2290097X,cayetanoiniguez@example.org,+58-306724283,Venezuela,Toledo,"Alameda de Vicenta Martinez 8, Tarragona, 13271",2025-04-19,1947-10-03,Masculino,Activo,Tienda física
CL-00354,Derek,Nguyen,SIM-4554766F,laralisa@example.com,+1-235724997,Estados Unidos,Lake Karamouth,"67851 Ross Rapids, Washingtonchester, VT 27931",2024-09-11,2005-12-21,Femenino,Suspendido,Tienda física
CL-00355,Flavio,Figueras,SIM-X0531612J,scano@example.net,+58-732676510,Venezuela,Tarragona,"Urbanización de Piedad Laguna 1, Alicante, 34877",2025-08-18,1963-03-15,Femenino,Activo,Referido
CL-00356,Evelio,Figueroa,SIM-9713661W,pedro61@example.net,+52-466560309,México,San Jacobo de la Montaña,"Callejón Singapur 389 Interior 696, San Gilberto de la Montaña, DGO 03505-6070",2024-01-12,1960-04-19,Otro,Activo,Instagram
CL-00357,Josué,Huerta,SIM-Z2520461Y,ileanacarnero@example.net,+1-809-122623130,Dominican Republic,Almería,"Cuesta de Margarita Bejarano 731, Barcelona, 27853",2024-09-09,1975-04-26,Femenino,Activo,Referido
CL-00358,Jacob,Davis,SIM-X0931808D,farmermichelle@example.com,+1-342154773,Estados Unidos,Nicolefort,"330 Kathryn Spurs, Angelachester, KY 89213",2024-03-20,1988-09-24,Masculino,Activo,Tienda física
CL-00359,Jessica,Chang,SIM-7154834V,brianfuller@example.net,+1-577162718,Estados Unidos,East Jesusview,"6099 Chang Extensions, Valenciaton, RI 83689",2024-03-18,1970-09-22,Masculino,Inactivo,Instagram
CL-00360,Camille,Lambert,SIM-9578367V,carlieretienne@example.net,+33-227668768,Francia,Julien-la-Forêt,"43, rue de Vasseur, 78219 Bazin",2024-03-29,2005-12-06,Otro,Activo,Referido
CL-00361,Elladio,Morandi,SIM-7587527B,costanzosoffici@example.com,+39-209894189,Italia,Villa Cipresso,"Contrada Giacinto, 6 Piano 1, 84060, Prignano Cilento (SA)",2023-11-21,1984-08-09,Masculino,Activo,Tienda física
CL-00362,柳,王,SIM-Y1512289Q,xlei@example.org,+86-138855627,China,梧州市,宁夏回族自治区玉英市西夏朱街U座 334709,2024-03-07,1960-04-26,Masculino,Inactivo,Referido
CL-00363,Celestina,Mascaró,SIM-Z2417982S,hprieto@example.org,+34-479856569,España,Albacete,"Ronda de Hernán Alemán 6 Puerta 1 , Cáceres, 18098",2025-08-04,1978-03-17,Otro,Activo,Tienda física
CL-00364,João Guilherme,Casa Grande,SIM-Y1765100B,julianasales@example.com,+55-461062898,Brasil,Borges Grande,"Viela de Novais, 72, Saudade, 12932215 das Neves do Sul / AC",2024-04-04,1982-08-14,Femenino,Activo,Referido
CL-00365,Emperatriz,Pedro,SIM-2810202Q,mcastillo@example.net,+1-809-188470483,Dominican Republic,Almería,"Paseo de Jacinto Moles 63 Puerta 0 , Alicante, 13064",2024-12-16,1982-08-09,Masculino,Activo,Instagram
CL-00366,Kathleen,Walker,SIM-X0549281H,christinaedwards@example.org,+1-787887376,Canadá,New Sherrytown,"761 Austin Alley Apt. 012, New Kelly, NL R5K2S8",2024-04-11,1997-12-03,Femenino,Inactivo,Tienda física
CL-00367,Kathryn,Mason,SIM-Z2950824Q,wjackson@example.org,+1-367829734,Canadá,Lake Donna,"608 Sanders Highway, New Peterbury, NU Y7H 7J7",2024-07-27,2006-07-19,Masculino,Activo,Referido
CL-00368,治,鈴木,SIM-X0120173K,takuma78@example.com,+81-369862332,Japón,横浜市神奈川区,埼玉県西東京市月島40丁目6番17号 シャルム小入673,2024-12-19,1990-10-01,Masculino,Activo,Web
CL-00369,Рюрик,Михеев,SIM-Z2973465W,spartak1995@example.com,+7-323872185,Rusia,п. Шатура,"клх Дудинка, алл. 30 лет Победы, д. 7/8, 597411",2024-10-13,1946-03-25,Femenino,Activo,Instagram
CL-00370,Juan Carlos,Juárez,SIM-4251050Y,icasillas@example.net,+52-133962330,México,San Lucas de la Montaña,"Ampliación Guanajuato 495 Interior 811, Vieja Gabón, ZAC 55379",2025-08-06,1956-08-25,Femenino,Activo,Web
CL-00371,Marcelino,Martinez,SIM-X0833426K,adriancasal@example.net,+58-345305773,Venezuela,Teruel,"Camino Jacinto Alegre 26, Pontevedra, 24333",2025-05-26,1998-08-08,Masculino,Inactivo,Web
CL-00372,Olívia,Farias,SIM-X0763729Z,rezendeisaac@example.net,+55-342357771,Brasil,Costa,"Colônia Antonella da Costa, 80, Trevo, 18297-320 Pimenta / SC",2025-07-06,1974-11-29,Masculino,Activo,Instagram
CL-00373,Manu,Castillo,SIM-5865168F,bertranhector@example.net,+1-809-889233420,Dominican Republic,Baleares,"Alameda Chus Calderon 10 Piso 9 , Tarragona, 42877",2023-09-05,1995-03-06,Masculino,Activo,Referido
CL-00374,Antoinette,Gay,SIM-1976876A,valerie35@example.net,+33-122485408,Francia,Rouxdan,"chemin Pinto, 35300 Sainte Maurice-la-Forêt",2025-03-29,1985-06-15,Otro,Activo,Referido
CL-00375,Mercedes,Grande,SIM-7767376T,nogueraarmando@example.com,+1-809-756720393,Dominican Republic,Jaén,"Vial Daniel Corral 881, Álava, 20381",2025-06-18,2004-02-05,Otro,Activo,Instagram
CL-00376,Paulina,Santana,SIM-Y1605375K,isaac77@example.net,+52-454758863,México,Vieja Brunei Darussalam,"Peatonal Senegal 013 698, San Leonel de la Montaña, GTO 67806-9694",2024-10-10,1948-05-13,Otro,Activo,Referido
CL-00377,Piedad,Robles,SIM-Z2920479P,jose-antonionavarro@example.com,+34-766697490,España,Segovia,"Cañada Amaya Chacón 52 Apt. 25 , Madrid, 49416",2024-10-10,1977-08-18,Otro,Suspendido,Referido
CL-00378,Zachary,Mcguire,SIM-X0132708K,joannataylor@example.com,+1-312144242,Estados Unidos,Barbarahaven,"3320 Carrillo Harbors Apt. 668, South Amandaport, CA 89188",2023-10-06,1981-08-09,Femenino,Activo,Referido
CL-00379,Narciso,Pacheco,SIM-7349940Z,vilaltaadan@example.net,+1-809-200512436,Dominican Republic,Castellón,"Pasaje Rafael Salinas 16 Apt. 73 , Lugo, 39801",2024-11-27,1985-05-11,Otro,Activo,Referido
CL-00380,Manuela,Mendes,SIM-Z2717557S,camposfrancisco@example.org,+55-212550082,Brasil,Ramos,"Passarela Vasconcelos, 31, Santo André, 59231325 Borges Paulista / MT",2024-06-28,1994-09-22,Femenino,Inactivo,Web
CL-00381,Sonia,Sánchez,SIM-Y1544692N,abrilnicolas@example.com,+58-479280274,Venezuela,Alicante,"Pasadizo Bruno Bernal 66 Piso 1 , Palencia, 17786",2023-08-28,1994-09-11,Masculino,Activo,Web
CL-00382,Eduardo,Alba,SIM-Z2997387G,nayeli49@example.org,+52-792412618,México,San Isabel los altos,"Privada Coahuila de Zaragoza 311 Edif. 015 , Depto. 513, Vieja Italia, MOR 31107-5726",2024-01-13,2002-07-18,Masculino,Activo,Referido
CL-00383,Wilfrido,Leiva,SIM-8423260Q,canalesalejandro@example.com,+52-996559506,México,Vieja Kuwait,"Circunvalación Carmona 309 669, Nueva Francia, TAB 68558-3131",2024-02-28,2003-04-03,Masculino,Activo,Instagram
CL-00384,Antonio,Hidalgo,SIM-X0239970B,antoniogaray@example.net,+52-787799906,México,San Leonor los bajos,"Corredor Norte Lucero 402 453, Vieja República Dominicana, TAMPS 85703",2024-04-01,1995-09-10,Otro,Activo,Web
CL-00385,畅,郝,SIM-1763883J,duxia@example.com,+86-523807080,China,潜江市,浙江省欢市西峰哈尔滨路a座 537998,2023-12-08,1986-12-17,Femenino,Activo,Instagram
CL-00386,Sara,Elliott,SIM-4846147R,christopher76@example.com,+1-645351290,Canadá,South Yvonnehaven,"38393 Jason Summit, Coopershire, AB T1G 7Y1",2023-09-10,1975-01-07,Masculino,Activo,Web
CL-00387,Caroline,Garrison,SIM-Z2519927R,shannonjohn@example.net,+1-568010217,Estados Unidos,Guerraton,"4966 Ashley Ports, Bennettborough, OH 20629",2024-08-13,1951-09-24,Masculino,Inactivo,Instagram
CL-00388,直樹,小林,SIM-X0707054B,pyamazaki@example.net,+81-722281330,Japón,長生郡一宮町,愛知県いすみ市横林7丁目1番1号,2025-01-28,1953-06-25,Masculino,Suspendido,Referido
CL-00389,超,谢,SIM-Z2472234X,wuping@example.com,+86-931192807,China,博市,宁夏回族自治区香港市滨城苏路A座 452014,2023-11-17,1966-08-15,Femenino,Activo,Referido
CL-00390,春香,井上,SIM-Z2332358C,nakamuramomoko@example.org,+81-407271431,Japón,印旛郡本埜村,兵庫県八街市山中新田30丁目6番15号 コーポ東和町087,2025-01-20,1970-10-17,Otro,Inactivo,Tienda física
CL-00391,Reyes,Gelabert,SIM-Y1357031P,aguilaanselma@example.com,+58-561784383,Venezuela,Guadalajara,"Camino Rufino Carranza 25 Piso 0 , Las Palmas, 03690",2024-07-17,1973-06-08,Masculino,Activo,Referido
CL-00392,Lilia,Almeida,SIM-7125211H,hpenalver@example.net,+1-809-748768244,Dominican Republic,Melilla,"Ronda de Antonio Trujillo 29, Teruel, 51310",2023-10-30,1959-02-03,Otro,Inactivo,Tienda física
CL-00393,美加子,鈴木,SIM-2408067J,nakamuratomoya@example.net,+81-923691029,Japón,西多摩郡瑞穂町,沖縄県品川区太田ヶ谷3丁目19番16号,2023-11-07,1966-05-14,Masculino,Activo,Tienda física
CL-00394,Benicio,Pires,SIM-Y1214502X,lizabreu@example.org,+55-158401278,Brasil,Camargo de Moura,"Rua Pimenta, 80, Cidade Jardim Taquaril, 47907083 Cassiano / PI",2025-08-12,1949-11-11,Femenino,Inactivo,Referido
CL-00395,Михаил,Козлова,SIM-6279689E,evseevamos@example.com,+7-879290080,Rusia,ст. Омск,"ст. Колпашево, бул. Добролюбова, д. 7/3, 087291",2024-03-13,1946-03-13,Femenino,Activo,Referido
CL-00396,Cristina,Cruz,SIM-X0191361R,valverdejuan-carlos@example.net,+58-543374172,Venezuela,La Coruña,"Camino Eugenia Poza 54, Tarragona, 46852",2024-04-29,1958-03-17,Masculino,Activo,Tienda física
CL-00397,Ilhan,Stiffel,SIM-6023556V,jjessel@example.com,+49-842719676,Alemania,Kitzingen,"Larissa-Schomber-Gasse 95, 08195 Lüdinghausen",2024-12-15,1994-03-01,Femenino,Activo,Instagram
CL-00398,淳,井上,SIM-X0632832X,nakamurasotaro@example.net,+81-739526289,Japón,東久留米市,京都府八王子市南赤田29丁目20番16号 松石シティ553,2024-02-13,1957-11-28,Femenino,Activo,Tienda física
CL-00399,Almut,Gunpf,SIM-X0741199R,kramerbayram@example.net,+49-910224252,Alemania,Ebern,"Wilhelm-Hövel-Allee 3837, 18299 Pinneberg",2024-04-26,1966-11-25,Femenino,Activo,Web
CL-00400,Héctor,Alberola,SIM-Z2636162V,rmontalban@example.net,+1-809-491128827,Dominican Republic,Badajoz,"Avenida de Aníbal Gallart 218, Cádiz, 46150",2025-04-10,1970-05-28,Otro,Activo,Instagram
CL-00401,Colette,François,SIM-8474458Q,brodriguez@example.org,+33-981652659,Francia,Rochenec,"972, rue Andrée Étienne, 43892 Nicolas-la-Forêt",2024-08-18,1944-11-20,Otro,Activo,Web
CL-00402,Danilo,Calderón,SIM-X0133667Z,sebastianmuro@example.com,+34-519659708,España,Salamanca,"Rambla Benito Madrid 2, Segovia, 39258",2024-06-03,2004-06-10,Femenino,Activo,Instagram
CL-00403,Luana,Cassiano,SIM-7140626T,camarafelipe@example.com,+55-884148697,Brasil,Pereira,"Alameda Pinto, 3, Carmo, 20901130 Ferreira Grande / BA",2024-10-12,1977-11-16,Otro,Activo,Tienda física
CL-00404,学,吉田,SIM-Z2325093T,haruka29@example.com,+81-182867451,Japón,川崎市幸区,福井県世田谷区松石7丁目14番4号 シャルム長間571,2025-02-17,1978-10-20,Femenino,Suspendido,Instagram
CL-00405,Мефодий,Пахомова,SIM-3285830G,artemevandron@example.com,+7-219763526,Rusia,ст. Неплюевка,"д. Саратов, ул. Химиков, д. 31 стр. 183, 724798",2024-06-21,1946-08-25,Otro,Activo,Tienda física
CL-00406,Candelario,Pintor,SIM-Z2627709M,casadocarina@example.org,+58-404871777,Venezuela,Palencia,"Pasaje Narciso Valderrama 86 Apt. 51 , Ourense, 44823",2024-09-29,1963-01-29,Otro,Activo,Instagram
CL-00407,Goyo,Miralles,SIM-2509968R,godoycirino@example.net,+58-661608485,Venezuela,Toledo,"Rambla María Isern 3 Puerta 0 , Girona, 46822",2023-12-09,2005-08-28,Otro,Activo,Referido
CL-00408,Olivia,Albuquerque,SIM-X0346909T,piresgiovanna@example.org,+55-356533507,Brasil,Machado dos Dourados,"Fazenda Igor da Cruz, 672, Ápia, 60250-244 Sales de Minas / PR",2025-05-04,1982-03-22,Femenino,Activo,Tienda física
CL-00409,Ashley,Jordan,SIM-1669183G,michaelmeadows@example.com,+1-182491869,Canadá,Johnsonborough,"567 Kirk Prairie Apt. 141, Carriehaven, YT R7B7S9",2025-01-06,1975-12-21,Femenino,Activo,Tienda física
CL-00410,Natalia,Lucero,SIM-2162561D,fvalladares@example.org,+52-485358677,México,San Blanca los altos,"Eje vial Sur Esparza 952 Edif. 389 , Depto. 702, Nueva Brasil, OAX 43214-5101",2025-05-19,1951-07-01,Masculino,Inactivo,Instagram
CL-00411,Milagros,Rosa,SIM-X0261267X,ybenavent@example.net,+1-809-245818061,Dominican Republic,Vizcaya,"Callejón de Fabiola Montesinos 22 Puerta 0 , Albacete, 42735",2023-09-16,1953-05-29,Masculino,Activo,Referido
CL-00412,Fabricio,Jimenez,SIM-Y1730767V,tatiana73@example.com,+58-586326562,Venezuela,Ávila,"C. de Olga Torrents 14, Lleida, 35410",2024-06-15,1979-01-04,Femenino,Activo,Tienda física
CL-00413,くみ子,鈴木,SIM-X0336324H,taichikato@example.net,+81-787274718,Japón,文京区,埼玉県横浜市都筑区皇居外苑27丁目13番16号 クレスト太田ヶ谷699,2025-08-07,2002-05-10,Otro,Activo,Instagram
CL-00414,娟,吴,SIM-1140619A,yan67@example.net,+86-393015739,China,桂芝县,青海省丽县上街黄街O座 705891,2024-12-17,1992-09-08,Otro,Suspendido,Instagram
CL-00415,Samira,Misicher,SIM-6962702G,kataheinz@example.com,+49-896547037,Alemania,Schwandorf,"Anto-Schlosser-Allee 638, 59014 Wunsiedel",2024-12-25,1945-03-21,Otro,Activo,Instagram
CL-00416,美加子,橋本,SIM-X0945091K,kumiko69@example.net,+81-326824113,Japón,横浜市戸塚区,宮城県西東京市竜泉31丁目20番10号,2024-10-01,1995-07-15,Femenino,Activo,Instagram
CL-00417,Pilar,Montaño,SIM-X0299520Z,omar36@example.org,+52-456033955,México,Vieja Santa Lucía,"Prolongación Zayas 464 962, Vieja Jordania, SLP 22546-5414",2025-03-17,1969-12-20,Masculino,Inactivo,Tienda física
CL-00418,John,Morales,SIM-Z2913901P,jonathan21@example.org,+1-875861811,Estados Unidos,Kimberlyville,"355 Michael Neck, Davisborough, MO 44889",2024-04-17,1982-12-30,Otro,Activo,Referido
CL-00419,Kelly,Beltran,SIM-1036464S,pauldixon@example.net,+1-232702098,Estados Unidos,Annebury,"09315 Wayne Radial Apt. 242, East Tracyfort, DE 62595",2025-05-14,1959-04-12,Otro,Suspendido,Web
CL-00420,Rosalina,Guardia,SIM-4058189T,guiomar08@example.net,+34-418733295,España,Albacete,"Acceso de Paz Cabeza 172 Apt. 49 , Sevilla, 22222",2024-11-08,1963-10-07,Femenino,Activo,Instagram
CL-00421,Tatiana,Yáñez,SIM-6592348L,wgoicoechea@example.org,+58-843778816,Venezuela,Salamanca,"Ronda de Carla Aroca 22 Apt. 67 , Palencia, 14570",2024-09-19,1969-07-12,Otro,Activo,Web
CL-00422,Maria Alice,Pacheco,SIM-1027252A,pietro83@example.org,+55-873675251,Brasil,Rodrigues do Campo,"Viela Igor Farias, 49, Vera Cruz, 54189934 Souza / ES",2024-03-14,1971-05-31,Masculino,Suspendido,Web
CL-00423,Kristi,Luna,SIM-9641751J,bondjanice@example.com,+1-874183875,Canadá,South Alicia,"4757 Anderson Viaduct, Skinnertown, NT H1E 8A1",2025-02-04,1947-11-22,Femenino,Activo,Instagram
CL-00424,Moreno,Aragonés,SIM-9021690D,busquetsdorita@example.org,+1-809-606255030,Dominican Republic,Burgos,"Avenida de Lupe Flor 89, Lleida, 42077",2025-08-05,1982-01-02,Femenino,Activo,Tienda física
CL-00425,Franck,Lacombe,SIM-2566746S,renardalexandria@example.net,+33-312545833,Francia,Fournier,"819, rue Luc Leclerc, 10202 Martel",2024-06-25,2002-09-12,Otro,Activo,Referido
CL-00426,Anselma,Burgos,SIM-1014335N,zorrillajose@example.org,+1-809-629394668,Dominican Republic,Madrid,"Urbanización de Feliciana Feijoo 19 Puerta 2 , Álava, 36305",2024-04-22,1951-12-31,Otro,Activo,Referido
CL-00427,Сергей,Королева,SIM-Z2467598C,savvatipetuhov@example.org,+7-566205526,Rusia,п. Кызыл,"клх Миасс, ш. Сахалинское, д. 5 стр. 7, 038902",2025-04-08,1953-05-01,Otro,Activo,Web
CL-00428,淑兰,严,SIM-1529467J,ahao@example.com,+86-873922711,China,呼和浩特县,天津市建国县大兴奉路p座 811736,2025-01-18,1959-09-30,Otro,Activo,Web
CL-00429,Nicolas,Lévêque,SIM-Z2691025W,nathalie33@example.net,+33-180924192,Francia,Leduc-les-Bains,"boulevard Sébastien Guillon, 29648 Allard-la-Forêt",2024-01-29,1972-08-16,Otro,Inactivo,Web
CL-00430,Степан,Логинов,SIM-Y1203431W,sharapovterenti@example.net,+7-531832063,Rusia,п. Нарткала,"г. Братск, ул. Севастопольская, д. 706 к. 3, 040154",2024-12-08,1991-08-21,Femenino,Activo,Tienda física
CL-00431,Teodoro,Company,SIM-4179662X,teobaldotorres@example.org,+58-911659752,Venezuela,Valencia,"Callejón Ricarda Ribas 7, Guadalajara, 08467",2023-10-02,1958-04-27,Otro,Activo,Tienda física
CL-00432,Jesse,Jones,SIM-7599770H,rtaylor@example.com,+1-640159895,Canadá,North Tammyside,"3511 Andrea Junction, Taylorstad, PE P8C5B7",2023-10-17,1953-07-27,Femenino,Activo,Instagram
CL-00433,Jennifer,Garrett,SIM-X0777137J,louisjohnson@example.com,+1-175151260,Estados Unidos,West Emily,"712 Beth Estate Apt. 934, Greenland, NJ 53265",2024-08-10,1963-08-25,Otro,Suspendido,Web
CL-00434,Éric,Bruneau,SIM-4326344K,ramoslucas@example.net,+33-970263741,Francia,Delahaye-sur-Jacob,"avenue Élodie Devaux, 72989 Juliennec",2024-06-09,1984-04-19,Femenino,Activo,Referido
