employee_id,branch_id,nombre,rol,horario,salario_base,horas_extras,status,vacaciones_restantes,fecha_ingreso,fecha_egreso
E-003236,BR-00116,Justin Turner,Vendedor,"Martes a Domingo, 11:00–19:00",1598,0,Activo,15,2023-07-13,
E-003237,BR-00117,Andrew Lindsey,Manager,"Lunes a Viernes, 9:00–18:00",2616,11,Activo,19,2023-03-27,
E-003238,BR-00117,Claire Shaw,Sub Manager,"Martes a Domingo, 11:00–19:00",2320,9,Activo,20,2021-04-29,
E-003239,BR-00117,Heather Ramirez,Vendedor,"Lunes a Sábado, 10:00–20:00",1243,5,Activo,21,2021-11-05,
E-003240,BR-00117,Craig Ashley,Vendedor,"Lunes a Sábado, 10:00–20:00",1328,16,Activo,14,2022-10-13,
E-003241,BR-00117,Derrick Garcia,Vendedor,"Martes a Domingo, 11:00–19:00",1552,16,Activo,14,2022-10-02,
E-003242,BR-00117,Tom Cook,Vendedor,"Todos los días, 8:00–22:00",1478,5,Activo,14,2024-04-30,
E-003243,BR-00117,Xavier Taylor,Vendedor,"Lunes a Viernes, 9:00–18:00",1516,16,De vacaciones,11,2021-03-28,
E-003244,BR-00117,Meghan Grimes,Vendedor,"Martes a Domingo, 11:00–19:00",1310,3,Activo,17,2022-10-02,
E-003245,BR-00117,Kristin Hernandez,Vendedor,"Todos los días, 8:00–22:00",1339,9,Activo,7,2025-01-18,
E-003246,BR-00117,Megan Brown,Vendedor,"Todos los días, 8:00–22:00",1444,5,Activo,15,2023-03-04,
E-003247,BR-00117,Mr. Ronnie Nelson,Vendedor,"Lunes a Viernes, 8:30–17:30",1467,7,Activo,8,2023-11-25,
E-003248,BR-00117,John Perkins,Vendedor,"Martes a Domingo, 11:00–19:00",1516,16,Activo,21,2022-06-23,
E-003249,BR-00117,Teresa Hammond,Vendedor,"Lunes a Viernes, 9:00–18:00",1372,17,Activo,16,2022-11-14,
E-003250,BR-00117,Christopher Williams,Vendedor,"Lunes a Viernes, 8:30–17:30",1777,12,Activo,18,2023-01-15,
E-003251,BR-00117,Ricardo Jacobs,Vendedor,"Martes a Domingo, 11:00–19:00",1745,7,Activo,15,2025-08-14,
E-003252,BR-00117,Julie Casey,Vendedor,"Todos los días, 8:00–22:00",1217,11,De vacaciones,9,2023-11-10,
E-003253,BR-00117,Erin Young,Vendedor,"Lunes a Viernes, 8:30–17:30",1620,10,Activo,8,2022-04-09,
E-003254,BR-00117,Andrew Williams,Vendedor,"Lunes a Viernes, 8:30–17:30",1203,19,Activo,19,2024-11-21,
E-003255,BR-00117,Timothy Hubbard,Vendedor,"Todos los días, 8:00–22:00",1647,4,Activo,22,2025-03-27,
E-003256,BR-00117,Charles Roberts,Vendedor,"Lunes a Viernes, 9:00–18:00",1369,14,Activo,14,2021-07-02,
E-003257,BR-00117,Debra Soto,Vendedor,"Martes a Domingo, 11:00–19:00",1369,12,Activo,18,2022-11-19,
E-003258,BR-00117,Robert Ortiz,Vendedor,"Lunes a Viernes, 9:00–18:00",1613,18,De vacaciones,13,2024-10-20,
E-003259,BR-00117,Wayne Mcdonald,Vendedor,"Lunes a Viernes, 8:30–17:30",1655,14,Activo,11,2025-01-01,
E-003260,BR-00117,Sean Mcknight,Vendedor,"Lunes a Sábado, 10:00–20:00",1231,17,Activo,17,2022-09-28,
E-003261,BR-00117,Mrs. Deanna Rodriguez MD,Vendedor,"Todos los días, 8:00–22:00",1667,7,Activo,9,2024-05-27,
E-003262,BR-00117,Brandon Rush,Vendedor,"Lunes a Sábado, 10:00–20:00",1203,4,Activo,9,2021-09-14,
E-003263,BR-00117,Christopher Washington,Vendedor,"Todos los días, 8:00–22:00",1749,16,Activo,14,2025-03-04,
E-003264,BR-00117,Crystal Clayton,Vendedor,"Lunes a Viernes, 8:30–17:30",1400,12,Activo,11,2022-07-29,
E-003265,BR-00117,Mr. Jeffrey Anderson,Vendedor,"Martes a Domingo, 11:00–19:00",1609,16,Activo,9,2021-03-26,
E-003266,BR-00117,Dr. Erika Garcia,Vendedor,"Lunes a Sábado, 10:00–20:00",1426,18,Activo,11,2023-02-16,
E-003267,BR-00117,Rachel Fleming,Vendedor,"Martes a Domingo, 11:00–19:00",1510,9,Activo,19,2022-04-09,
E-003268,BR-00117,Donald Freeman,Vendedor,"Lunes a Viernes, 9:00–18:00",1530,17,Activo,11,2023-09-22,
E-003269,BR-00117,Roger Edwards,Vendedor,"Martes a Domingo, 11:00–19:00",1556,20,De vacaciones,15,2024-04-20,
E-003270,BR-00117,Holly Brown,Vendedor,"Todos los días, 8:00–22:00",1767,3,Activo,15,2021-03-03,
E-003271,BR-00117,Luis Andrade,Vendedor,"Lunes a Viernes, 8:30–17:30",1627,14,Activo,7,2021-12-12,
E-003272,BR-00117,Andrew Green,Vendedor,"Lunes a Sábado, 10:00–20:00",1569,3,Activo,17,2020-09-03,
E-003273,BR-00117,Jessica Boyd,Vendedor,"Lunes a Sábado, 10:00–20:00",1511,14,Activo,14,2021-09-18,
E-003274,BR-00117,Carol Cooper,Vendedor,"Lunes a Viernes, 9:00–18:00",1379,20,Activo,21,2021-01-07,
E-003275,BR-00117,Christopher Alexander,Vendedor,"Todos los días, 8:00–22:00",1313,3,Activo,22,2022-09-17,
E-003276,BR-00117,Hailey Davis,Vendedor,"Lunes a Sábado, 10:00–20:00",1746,6,Activo,21,2020-08-28,
E-003277,BR-00117,Chelsea Owens,Vendedor,"Lunes a Viernes, 8:30–17:30",1671,13,De vacaciones,17,2023-08-31,
E-003278,BR-00117,Angelica Crawford,Vendedor,"Todos los días, 8:00–22:00",1550,3,Activo,18,2021-01-05,
E-003279,BR-00117,Timothy Anderson,Vendedor,"Martes a Domingo, 11:00–19:00",1517,18,Activo,21,2022-09-28,
E-003280,BR-00117,Erik Best,Vendedor,"Lunes a Viernes, 8:30–17:30",1393,1,Activo,13,2022-01-29,
E-003281,BR-00117,Joshua Li,Vendedor,"Lunes a Viernes, 9:00–18:00",1554,10,Activo,20,2025-02-06,
E-003282,BR-00117,Jessica Cruz,Vendedor,"Lunes a Viernes, 8:30–17:30",1599,8,Activo,10,2024-03-23,
E-003283,BR-00117,Patrick Hamilton,Vendedor,"Lunes a Sábado, 10:00–20:00",1718,0,Activo,17,2022-10-25,
E-003284,BR-00117,Mr. Jason Jackson,Vendedor,"Lunes a Sábado, 10:00–20:00",1354,10,Activo,15,2021-03-28,
E-003285,BR-00117,Jessica Lopez,Vendedor,"Lunes a Sábado, 10:00–20:00",1651,3,De vacaciones,20,2021-04-05,
E-003286,BR-00117,Cathy Davis,Vendedor,"Martes a Domingo, 11:00–19:00",1605,8,Activo,12,2024-07-13,
E-003287,BR-00118,Brian Rowland,Manager,"Lunes a Viernes, 9:00–18:00",3400,7,Activo,16,2022-06-10,
E-003288,BR-00118,Donna Rich,Sub Manager,"Todos los días, 8:00–22:00",1925,13,Activo,13,2024-08-23,
E-003289,BR-00118,Brandon Washington,Vendedor,"Lunes a Viernes, 8:30–17:30",1658,17,Activo,14,2022-11-19,
E-003290,BR-00118,Mason Vargas,Vendedor,"Martes a Domingo, 11:00–19:00",1486,20,Activo,11,2025-01-08,
E-003291,BR-00118,Christopher Bentley DDS,Vendedor,"Todos los días, 8:00–22:00",1479,20,De baja,20,2021-09-11,2023-09-02
E-003292,BR-00118,Daniel Mitchell,Vendedor,"Martes a Domingo, 11:00–19:00",1384,16,Activo,9,2021-12-16,
E-003293,BR-00118,Wesley Walsh,Vendedor,"Martes a Domingo, 11:00–19:00",1351,4,Activo,9,2024-02-09,
E-003294,BR-00118,Frederick Fox,Vendedor,"Lunes a Sábado, 10:00–20:00",1670,17,Activo,19,2023-07-10,
E-003295,BR-00118,Sean Brown,Vendedor,"Lunes a Viernes, 9:00–18:00",1459,16,Activo,22,2025-03-08,
E-003296,BR-00118,Karen Bishop,Vendedor,"Martes a Domingo, 11:00–19:00",1563,14,Activo,22,2022-08-27,
E-003297,BR-00118,Denise Johnson,Vendedor,"Martes a Domingo, 11:00–19:00",1204,9,Activo,9,2025-06-29,
E-003298,BR-00118,Sarah Bradley,Vendedor,"Lunes a Viernes, 8:30–17:30",1353,17,Activo,14,2022-10-14,
E-003299,BR-00118,Emma Nguyen,Vendedor,"Lunes a Sábado, 10:00–20:00",1429,2,Activo,7,2023-07-28,
E-003300,BR-00118,Jacob Rodriguez,Vendedor,"Lunes a Viernes, 8:30–17:30",1500,15,Activo,17,2023-01-24,
E-003301,BR-00118,Scott Morgan,Vendedor,"Lunes a Viernes, 9:00–18:00",1306,0,Despedido,0,2021-06-06,2022-02-21
E-003302,BR-00118,Zachary Hawkins,Vendedor,"Lunes a Viernes, 9:00–18:00",1447,17,Activo,7,2023-05-25,
E-003303,BR-00118,Gary Smith,Vendedor,"Todos los días, 8:00–22:00",1428,11,De vacaciones,17,2024-07-19,
E-003304,BR-00118,Francisco Barker,Vendedor,"Lunes a Viernes, 9:00–18:00",1554,12,Activo,20,2022-01-25,
E-003305,BR-00118,Ashley Hale,Vendedor,"Lunes a Viernes, 9:00–18:00",1569,5,Activo,16,2021-04-11,
E-003306,BR-00118,Natasha Green,Vendedor,"Todos los días, 8:00–22:00",1487,10,Activo,17,2024-11-14,
E-003307,BR-00118,Jason Jackson,Vendedor,"Lunes a Sábado, 10:00–20:00",1273,7,Activo,7,2024-02-18,
E-003308,BR-00118,Jimmy Villa,Vendedor,"Lunes a Viernes, 9:00–18:00",1656,9,De vacaciones,8,2023-05-07,
E-003309,BR-00118,Brittany King,Vendedor,"Lunes a Viernes, 9:00–18:00",1545,5,Activo,7,2022-05-20,
E-003310,BR-00118,Christopher White,Vendedor,"Lunes a Sábado, 10:00–20:00",1636,20,Activo,8,2023-06-20,
E-003311,BR-00118,Melinda Cook,Vendedor,"Lunes a Viernes, 8:30–17:30",1416,15,Activo,9,2024-10-30,
E-003312,BR-00118,Jade Michael,Vendedor,"Lunes a Viernes, 9:00–18:00",1461,4,Activo,14,2022-08-24,
E-003313,BR-00118,Kevin Kennedy,Vendedor,"Lunes a Viernes, 8:30–17:30",1800,7,Activo,10,2022-10-31,
E-003314,BR-00118,Edgar Snyder,Vendedor,"Lunes a Viernes, 9:00–18:00",1573,5,Activo,16,2023-12-23,
E-003315,BR-00118,Lori Wiggins,Vendedor,"Martes a Domingo, 11:00–19:00",1643,7,Activo,17,2022-12-16,
E-003316,BR-00118,Calvin Freeman,Vendedor,"Martes a Domingo, 11:00–19:00",1636,9,Activo,20,2023-12-17,
E-003317,BR-00118,Melissa Bailey,Vendedor,"Todos los días, 8:00–22:00",1669,7,De baja,7,2023-11-24,2024-12-29
E-003318,BR-00118,Makayla Porter,Vendedor,"Lunes a Viernes, 9:00–18:00",1560,15,De baja,8,2021-08-12,2022-08-10
E-003319,BR-00118,Molly Payne,Vendedor,"Lunes a Viernes, 8:30–17:30",1455,11,Activo,10,2022-06-21,
E-003320,BR-00118,Megan Ellis,Vendedor,"Lunes a Sábado, 10:00–20:00",1655,17,Activo,21,2023-05-09,
E-003321,BR-00118,Hannah Haas,Vendedor,"Lunes a Viernes, 8:30–17:30",1740,0,Activo,16,2025-04-29,
E-003322,BR-00118,Lisa Phillips,Vendedor,"Martes a Domingo, 11:00–19:00",1214,1,Activo,22,2025-07-07,
E-003323,BR-00118,Ruth Morrison,Vendedor,"Lunes a Sábado, 10:00–20:00",1348,8,Activo,16,2023-10-02,
E-003324,BR-00118,Alexis Smith MD,Vendedor,"Lunes a Viernes, 9:00–18:00",1747,2,Activo,8,2025-08-20,
E-003325,BR-00118,Steven Chandler,Vendedor,"Lunes a Sábado, 10:00–20:00",1606,11,Activo,22,2023-12-30,
E-003326,BR-00118,Brandon Walker,Vendedor,"Lunes a Viernes, 9:00–18:00",1257,6,Activo,21,2024-10-12,
E-003327,BR-00118,Robert Harmon,Vendedor,"Lunes a Sábado, 10:00–20:00",1361,20,De vacaciones,12,2024-03-16,
E-003328,BR-00118,Eric Miller,Vendedor,"Lunes a Viernes, 8:30–17:30",1515,5,Activo,19,2021-07-19,
E-003329,BR-00118,Annette Lyons,Vendedor,"Lunes a Viernes, 9:00–18:00",1223,16,Activo,18,2021-07-25,
E-003330,BR-00118,Richard Carpenter,Vendedor,"Todos los días, 8:00–22:00",1315,0,Activo,18,2021-02-25,
E-003331,BR-00118,Jason Graves,Vendedor,"Lunes a Sábado, 10:00–20:00",1384,3,Activo,17,2021-06-09,
E-003332,BR-00118,Christopher Watts,Vendedor,"Todos los días, 8:00–22:00",1747,12,Activo,7,2020-08-28,
E-003333,BR-00118,Ashley Vaughn,Vendedor,"Lunes a Viernes, 9:00–18:00",1617,12,Activo,16,2022-11-08,
E-003334,BR-00118,Dylan Nichols,Vendedor,"Lunes a Viernes, 9:00–18:00",1561,9,Activo,16,2024-02-10,
E-003335,BR-00118,Francisco Duncan,Vendedor,"Lunes a Viernes, 8:30–17:30",1599,6,Activo,7,2021-05-04,
E-003336,BR-00118,Julie Weiss,Vendedor,"Lunes a Viernes, 8:30–17:30",1729,0,Activo,12,2024-02-17,
E-003337,BR-00119,Elizabeth Mcbride,Manager,"Martes a Domingo, 11:00–19:00",3264,19,Activo,11,2021-06-06,
E-003338,BR-00119,Brent Sanders,Sub Manager,"Lunes a Sábado, 10:00–20:00",1967,13,Activo,20,2023-07-24,
E-003339,BR-00119,Allison Orr,Vendedor,"Martes a Domingo, 11:00–19:00",1272,5,Activo,22,2024-11-07,
E-003340,BR-00119,Eric Oconnor,Vendedor,"Lunes a Viernes, 9:00–18:00",1357,1,Activo,11,2021-02-09,
E-003341,BR-00119,Jessica Johnson,Vendedor,"Lunes a Viernes, 8:30–17:30",1487,6,Activo,9,2024-02-06,
E-003342,BR-00119,Tony Mitchell,Vendedor,"Todos los días, 8:00–22:00",1200,9,Activo,20,2021-12-18,
E-003343,BR-00119,Renee Brown,Vendedor,"Lunes a Viernes, 9:00–18:00",1460,9,Activo,7,2023-10-28,
E-003344,BR-00119,Megan Craig,Vendedor,"Todos los días, 8:00–22:00",1349,7,Activo,9,2021-08-30,
E-003345,BR-00119,Jaclyn Wilkinson,Vendedor,"Todos los días, 8:00–22:00",1492,4,Activo,13,2025-03-21,
E-003346,BR-00119,Andrew Rodriguez,Vendedor,"Todos los días, 8:00–22:00",1703,7,Activo,21,2021-01-18,
E-003347,BR-00119,Cameron Mckay,Vendedor,"Todos los días, 8:00–22:00",1728,16,Activo,14,2022-01-19,
E-003348,BR-00119,Lance Cunningham,Vendedor,"Todos los días, 8:00–22:00",1381,18,Activo,17,2021-05-19,
E-003349,BR-00119,Erika Hudson,Vendedor,"Todos los días, 8:00–22:00",1407,19,Activo,12,2021-12-10,
E-003350,BR-00119,Robert Cunningham,Vendedor,"Lunes a Viernes, 9:00–18:00",1230,11,Activo,17,2023-12-11,
E-003351,BR-00119,Michael Thornton,Vendedor,"Lunes a Viernes, 8:30–17:30",1485,12,Activo,15,2023-01-10,
E-003352,BR-00119,Susan Ramos,Vendedor,"Todos los días, 8:00–22:00",1377,3,Activo,10,2022-06-05,
E-003353,BR-00119,Dwayne Harris,Vendedor,"Lunes a Viernes, 8:30–17:30",1254,18,Activo,16,2024-04-04,
E-003354,BR-00119,Courtney King,Vendedor,"Lunes a Viernes, 8:30–17:30",1718,19,Activo,21,2022-09-25,
E-003355,BR-00119,Kyle Ruiz,Vendedor,"Lunes a Viernes, 9:00–18:00",1667,10,Activo,8,2024-12-26,
E-003356,BR-00119,Marissa Johnson,Vendedor,"Todos los días, 8:00–22:00",1209,5,Activo,22,2024-06-23,
E-003357,BR-00119,Curtis Johnson,Vendedor,"Lunes a Sábado, 10:00–20:00",1759,11,De vacaciones,14,2024-12-12,
E-003358,BR-00119,Jared Elliott,Vendedor,"Martes a Domingo, 11:00–19:00",1593,0,Activo,22,2024-10-31,
E-003359,BR-00119,Jordan Blackwell,Vendedor,"Todos los días, 8:00–22:00",1638,19,Activo,16,2021-11-04,
E-003360,BR-00119,Vanessa Farley,Vendedor,"Lunes a Viernes, 8:30–17:30",1657,2,Activo,22,2025-05-23,
E-003361,BR-00119,Charles Thompson,Vendedor,"Lunes a Viernes, 8:30–17:30",1399,11,Activo,21,2023-10-16,
E-003362,BR-00119,Ashley Burns,Vendedor,"Todos los días, 8:00–22:00",1276,3,De baja,16,2020-12-31,2024-07-28
E-003363,BR-00119,William Moore,Vendedor,"Lunes a Sábado, 10:00–20:00",1683,1,Activo,14,2024-07-05,
E-003364,BR-00119,Jeffrey Campbell,Vendedor,"Martes a Domingo, 11:00–19:00",1519,2,De baja,20,2022-08-22,2024-07-22
E-003365,BR-00119,Karen Williams,Vendedor,"Lunes a Sábado, 10:00–20:00",1361,15,Activo,9,2022-05-04,
E-003366,BR-00119,Michael Harris,Vendedor,"Martes a Domingo, 11:00–19:00",1211,17,Activo,10,2022-01-06,
E-003367,BR-00119,Cindy Gilbert,Vendedor,"Lunes a Viernes, 8:30–17:30",1741,3,Activo,14,2023-02-03,
E-003368,BR-00119,Jennifer Rowland,Vendedor,"Lunes a Viernes, 9:00–18:00",1542,11,Activo,18,2025-03-02,
E-003369,BR-00119,Lauren Meyer,Vendedor,"Todos los días, 8:00–22:00",1438,20,Activo,19,2025-03-04,
E-003370,BR-00119,Monica Valentine,Vendedor,"Todos los días, 8:00–22:00",1522,5,Activo,20,2024-01-06,
E-003371,BR-00119,Dr. Ricardo Sanders,Vendedor,"Lunes a Viernes, 9:00–18:00",1783,20,Activo,15,2024-08-14,
E-003372,BR-00119,Robert Williams MD,Vendedor,"Todos los días, 8:00–22:00",1520,18,Activo,20,2022-01-15,
E-003373,BR-00119,Jose Clark,Vendedor,"Lunes a Viernes, 9:00–18:00",1422,14,Activo,13,2021-12-23,
E-003374,BR-00119,Todd Mercer,Vendedor,"Lunes a Sábado, 10:00–20:00",1518,2,Activo,21,2024-05-23,
E-003375,BR-00119,Thomas Beard,Vendedor,"Lunes a Sábado, 10:00–20:00",1450,4,De vacaciones,15,2022-02-05,
E-003376,BR-00119,Benjamin Johnson,Vendedor,"Lunes a Viernes, 9:00–18:00",1609,16,De vacaciones,5,2023-09-05,
E-003377,BR-00119,Keith Barrett,Vendedor,"Lunes a Sábado, 10:00–20:00",1752,15,Activo,18,2022-04-18,
E-003378,BR-00119,Douglas Stewart,Vendedor,"Lunes a Viernes, 8:30–17:30",1284,16,Activo,14,2023-03-31,
E-003379,BR-00119,Taylor Zamora,Vendedor,"Lunes a Viernes, 8:30–17:30",1247,14,Activo,21,2021-08-01,
E-003380,BR-00120,Gerald Lopez,Manager,"Martes a Domingo, 11:00–19:00",2993,19,Activo,19,2023-03-17,
E-003381,BR-00120,Diane Thomas,Sub Manager,"Lunes a Sábado, 10:00–20:00",1849,20,Activo,20,2023-07-25,
E-003382,BR-00120,Bradley Stark,Vendedor,"Todos los días, 8:00–22:00",1395,2,Activo,10,2025-01-17,
E-003383,BR-00120,Lisa Richardson,Vendedor,"Lunes a Sábado, 10:00–20:00",1680,0,Activo,16,2025-04-21,
E-003384,BR-00120,Karen Martin,Vendedor,"Lunes a Viernes, 9:00–18:00",1520,17,Activo,12,2023-01-31,
E-003385,BR-00120,Steven Molina,Vendedor,"Lunes a Sábado, 10:00–20:00",1789,15,Activo,8,2023-01-24,
E-003386,BR-00120,Melanie Scott,Vendedor,"Lunes a Viernes, 9:00–18:00",1378,4,Activo,13,2023-10-14,
E-003387,BR-00120,Wendy Huang,Vendedor,"Martes a Domingo, 11:00–19:00",1406,10,Activo,14,2021-10-03,
E-003388,BR-00120,Juan Blackburn,Vendedor,"Lunes a Viernes, 9:00–18:00",1637,3,Despedido,0,2021-10-17,2025-01-02
E-003389,BR-00120,Thomas Patterson,Vendedor,"Lunes a Viernes, 9:00–18:00",1710,17,Activo,9,2022-02-17,
E-003390,BR-00120,James Robertson,Vendedor,"Lunes a Viernes, 8:30–17:30",1321,5,Activo,10,2021-11-09,
E-003391,BR-00120,Bruce Avery,Vendedor,"Lunes a Sábado, 10:00–20:00",1539,20,Activo,10,2023-10-27,
E-003392,BR-00120,Morgan Jones,Vendedor,"Martes a Domingo, 11:00–19:00",1520,1,Activo,10,2025-07-29,
E-003393,BR-00120,Tina Shannon,Vendedor,"Todos los días, 8:00–22:00",1403,1,Activo,20,2023-09-13,
E-003394,BR-00120,Brett Cunningham,Vendedor,"Lunes a Viernes, 8:30–17:30",1525,0,Activo,7,2024-01-26,
E-003395,BR-00120,Lori Perez,Vendedor,"Martes a Domingo, 11:00–19:00",1317,3,Activo,8,2024-05-25,
E-003396,BR-00120,Evelyn Rodriguez,Vendedor,"Lunes a Viernes, 8:30–17:30",1406,0,Activo,9,2021-08-10,
E-003397,BR-00120,Lauren Wagner,Vendedor,"Lunes a Sábado, 10:00–20:00",1617,2,Activo,11,2022-08-07,
E-003398,BR-00120,Larry Martin,Vendedor,"Lunes a Viernes, 8:30–17:30",1610,10,Activo,16,2024-01-29,
E-003399,BR-00120,Thomas King,Vendedor,"Lunes a Viernes, 8:30–17:30",1557,9,De baja,22,2024-02-10,2025-03-19
E-003400,BR-00120,Collin Daniel,Vendedor,"Lunes a Sábado, 10:00–20:00",1349,17,Activo,15,2021-10-03,
E-003401,BR-00120,Jeff Mendez,Vendedor,"Todos los días, 8:00–22:00",1368,13,Activo,22,2021-06-19,
E-003402,BR-00120,William Fischer DDS,Vendedor,"Lunes a Viernes, 8:30–17:30",1411,15,De vacaciones,20,2023-02-04,
E-003403,BR-00120,Michelle Lee,Vendedor,"Martes a Domingo, 11:00–19:00",1584,11,Activo,18,2021-11-07,
E-003404,BR-00120,Jesse Miller DDS,Vendedor,"Lunes a Viernes, 9:00–18:00",1364,2,De vacaciones,16,2021-03-15,
E-003405,BR-00120,Joshua Reynolds,Vendedor,"Lunes a Viernes, 9:00–18:00",1294,17,Activo,14,2024-11-08,
E-003406,BR-00120,Stephen Carlson,Vendedor,"Martes a Domingo, 11:00–19:00",1388,11,Activo,18,2023-04-19,
E-003407,BR-00120,Nicole Kirby,Vendedor,"Martes a Domingo, 11:00–19:00",1669,16,De vacaciones,12,2023-06-02,
E-003408,BR-00120,Heather Jones,Vendedor,"Lunes a Sábado, 10:00–20:00",1423,2,Activo,21,2024-08-04,
E-003409,BR-00120,Cynthia Morgan,Vendedor,"Martes a Domingo, 11:00–19:00",1685,4,Activo,20,2025-04-19,
E-003410,BR-00120,Robert Calhoun,Vendedor,"Lunes a Viernes, 9:00–18:00",1730,4,Activo,10,2023-06-23,
E-003411,BR-00120,Joel Ramirez,Vendedor,"Todos los días, 8:00–22:00",1294,2,Activo,17,2024-08-19,
E-003412,BR-00120,Melvin Gonzalez,Vendedor,"Martes a Domingo, 11:00–19:00",1381,8,De vacaciones,0,2021-01-20,
E-003413,BR-00120,Meagan Pope,Vendedor,"Lunes a Viernes, 8:30–17:30",1611,1,Activo,9,2021-05-07,
E-003414,BR-00120,Brian Scott,Vendedor,"Lunes a Viernes, 8:30–17:30",1276,15,Activo,10,2023-07-31,
E-003415,BR-00120,Tracie Rose,Vendedor,"Lunes a Viernes, 8:30–17:30",1429,8,Activo,20,2021-06-11,
E-003416,BR-00120,Jason French,Vendedor,"Todos los días, 8:00–22:00",1400,17,Activo,19,2024-12-11,
E-003417,BR-00120,Tony Jensen,Vendedor,"Lunes a Viernes, 9:00–18:00",1330,1,Activo,13,2024-08-26,
E-003418,BR-00120,Loretta Morris,Vendedor,"Martes a Domingo, 11:00–19:00",1658,14,Activo,13,2023-02-01,
E-003419,BR-00120,Jason Reed,Vendedor,"Lunes a Sábado, 10:00–20:00",1500,13,Activo,19,2024-09-25,
E-003420,BR-00120,Emma Miller,Vendedor,"Todos los días, 8:00–22:00",1606,13,Activo,13,2021-07-11,
E-003421,BR-00120,Gina Hill,Vendedor,"Lunes a Viernes, 8:30–17:30",1271,4,De vacaciones,0,2021-04-26,
E-003422,BR-00120,Samantha Mccoy,Vendedor,"Lunes a Viernes, 8:30–17:30",1329,12,Activo,9,2020-09-01,
E-003423,BR-00120,Angela Price,Vendedor,"Lunes a Viernes, 8:30–17:30",1459,2,Activo,7,2023-10-06,
E-003424,BR-00120,Mark Lee,Vendedor,"Martes a Domingo, 11:00–19:00",1599,8,Activo,20,2021-05-27,
E-003425,BR-00121,Susan Bowers,Manager,"Lunes a Viernes, 9:00–18:00",3458,0,Activo,13,2024-06-22,
E-003426,BR-00121,Mackenzie Bryant,Sub Manager,"Todos los días, 8:00–22:00",2192,3,Activo,21,2022-07-09,
E-003427,BR-00121,Carmen Lee,Vendedor,"Lunes a Viernes, 8:30–17:30",1652,8,Activo,9,2022-06-20,
E-003428,BR-00121,Michelle Peck,Vendedor,"Lunes a Viernes, 9:00–18:00",1233,17,Activo,9,2021-05-06,
E-003429,BR-00121,Joel Johnson,Vendedor,"Todos los días, 8:00–22:00",1789,4,De vacaciones,7,2025-06-11,
E-003430,BR-00121,Martin Parker,Vendedor,"Martes a Domingo, 11:00–19:00",1553,8,Activo,17,2024-04-07,
E-003431,BR-00121,Mr. Christopher Leblanc,Vendedor,"Martes a Domingo, 11:00–19:00",1698,8,Activo,10,2024-01-28,
E-003432,BR-00121,William Ballard,Vendedor,"Lunes a Sábado, 10:00–20:00",1335,3,De vacaciones,6,2023-01-15,
E-003433,BR-00121,Nicholas Thompson,Vendedor,"Lunes a Viernes, 9:00–18:00",1216,6,Despedido,0,2023-06-30,2025-05-08
E-003434,BR-00121,Travis Flowers,Vendedor,"Lunes a Viernes, 9:00–18:00",1674,3,Activo,13,2022-11-16,
E-003435,BR-00121,Mr. Christian Kidd,Vendedor,"Lunes a Sábado, 10:00–20:00",1784,19,Activo,9,2024-11-29,
E-003436,BR-00121,Jenny Graves,Vendedor,"Todos los días, 8:00–22:00",1520,19,Activo,13,2024-05-03,
E-003437,BR-00121,Lisa Powell,Vendedor,"Lunes a Viernes, 9:00–18:00",1407,4,Activo,13,2022-11-03,
E-003438,BR-00121,William Smith,Vendedor,"Lunes a Sábado, 10:00–20:00",1562,14,Activo,20,2023-01-09,
E-003439,BR-00121,Christian Wood,Vendedor,"Todos los días, 8:00–22:00",1406,8,Activo,17,2025-04-14,
E-003440,BR-00121,Dana Ortiz,Vendedor,"Todos los días, 8:00–22:00",1493,7,De baja,13,2025-06-06,2025-06-12
E-003441,BR-00121,Erika Johnson,Vendedor,"Todos los días, 8:00–22:00",1619,15,Activo,9,2023-01-30,
E-003442,BR-00121,Sarah Allen MD,Vendedor,"Lunes a Viernes, 9:00–18:00",1313,11,Activo,14,2020-12-20,
E-003443,BR-00121,Laurie Heath,Vendedor,"Lunes a Viernes, 9:00–18:00",1212,5,Activo,15,2022-10-06,
E-003444,BR-00121,Lisa Smith,Vendedor,"Lunes a Sábado, 10:00–20:00",1658,11,Activo,13,2021-12-18,
E-003445,BR-00121,Michael Davis,Vendedor,"Lunes a Viernes, 8:30–17:30",1754,8,Activo,14,2020-11-18,
E-003446,BR-00121,Tammy Mata MD,Vendedor,"Lunes a Viernes, 9:00–18:00",1451,15,Activo,13,2022-10-17,
E-003447,BR-00121,Karen Harris,Vendedor,"Martes a Domingo, 11:00–19:00",1286,3,Activo,15,2022-06-12,
E-003448,BR-00121,Melissa Henderson,Vendedor,"Martes a Domingo, 11:00–19:00",1295,15,Activo,12,2022-02-09,
E-003449,BR-00121,Chloe Johnson,Vendedor,"Lunes a Viernes, 9:00–18:00",1797,12,De vacaciones,20,2024-11-21,
E-003450,BR-00121,Aaron Rodriguez,Vendedor,"Lunes a Viernes, 8:30–17:30",1364,6,Activo,21,2024-12-08,
E-003451,BR-00121,Danny Rodriguez,Vendedor,"Lunes a Viernes, 8:30–17:30",1771,0,De baja,8,2021-12-20,2024-11-19
E-003452,BR-00121,Melissa Johnson,Vendedor,"Lunes a Viernes, 8:30–17:30",1364,5,Activo,19,2025-02-28,
