client_id,nombre,email,telefono,genero,fecha_registro,registro_valido,motivo_descarte
CL-10838,Elisabet Blasco Meléndez,jvalenciano@example.net,,Femenino,2025-02-26,False,"Teléfono inválido, Teléfono ausente"
CL-02550,123,,3583820196761,Masculino,2024-02-03,False,Email inválido
CL-02556,Francisca Amorós-Sáenz,acevedodorotea@example.net,,Femenino,2026-01-01,False,"Teléfono inválido, Teléfono ausente"
CL-10843,Plinio Saavedra Doménech,@gmail.com,4455229059931,No especificado,2025-07-03,False,"Email inválido, Género inválido"
CL-02568,Nicodemo Cervera Cervera,fidel92@example.net,,Masculino,2023-11-28,False,"Teléfono inválido, Teléfono ausente"
CL-02570,María Fernanda Salmerón Toledo,,2490531774265,Masculino,2023-10-03,False,Email inválido
CL-02576,Rosaura Fonseca Gomila,carminarequena@example.com,9156723557926,No especificado,2024-09-14,False,Género inválido
CL-10846,,pallaresemma@example.org,,Femenino,2025-07-08,False,"Teléfono inválido, Teléfono ausente"
CL-02584,Clara Segarra Camino,juan-jose16@example.com,3713595962439,No especificado,2024-12-21,False,Género inválido
CL-10850,Samuel Ferrández Gomila,correo@.com,9110314378738,Femenino,2025-04-13,False,Email inválido
CL-02592,Saturnina Escribano,rosa48@example.org,,Masculino,2026-01-01,False,"Teléfono inválido, Teléfono ausente"
CL-10853,Miguela Quero Coello,@gmail.com,0223809011506,No especificado,2024-09-21,False,"Email inválido, Género inválido"
CL-02604,Bautista Victorino Jurado Vila,miguelsigfrido@example.com,,Femenino,2023-10-18,False,"Teléfono inválido, Teléfono ausente"
CL-10856,Che Noriega Malo,sainzsalome@example.org,0886798338805,No especificado,2025-07-05,False,Género inválido
CL-02616,Xiomara Graciana Varela Pinedo,montenegroluz@example.net,,Masculino,2025-01-24,False,"Teléfono inválido, Teléfono ausente"
CL-02624,Flavia Castelló Cabanillas,anselmoocana@example.org,2548168839417,No especificado,2024-06-30,False,Género inválido
CL-10866,Bárbara Montalbán Roselló,ysolana@example.org,,Femenino,2024-09-09,False,"Teléfono inválido, Teléfono ausente"
CL-10867,Onofre Fiol Artigas,,3147442188369,Masculino,2025-06-19,False,Email inválido
CL-02632,Sabina Taboada Jerez,hernandezheriberto@example.net,0818701378998,No especificado,2024-09-15,False,Género inválido
CL-02640,@Oliver,,,No especificado,2024-10-16,False,"Email inválido, Teléfono inválido, Género inválido, Teléfono ausente"
CL-02648,Rosenda Valls Ferreras,duilio65@example.com,3757797924722,No especificado,2025-02-16,False,Género inválido
CL-02652,Ale Bustos Carrera,alemanyamador@example.com,,Masculino,2024-07-01,False,"Teléfono inválido, Teléfono ausente"
CL-02660,Ema Zurita Salazar,correo@.com,1177623131642,Femenino,2024-07-18,False,Email inválido
CL-10877,Sebastián Manso,ramirezrafa@example.com,,No especificado,2000-01-01,False,"Teléfono inválido, Género inválido, Teléfono ausente"
CL-10880,@Oliver,correo@.com,0000933390523,Masculino,2025-05-11,False,Email inválido
CL-10881,Ainoa Tomás Abellán,juan-pablogalvan@example.net,4467097437255,No especificado,2024-01-07,False,Género inválido
CL-10884,Leandra Chamorro Benet,domingocheca@example.org,,Femenino,2024-05-21,False,"Teléfono inválido, Teléfono ausente"
CL-10887,Isidro Álvaro Benet,,3269802500193,No especificado,2024-11-06,False,"Email inválido, Género inválido"
CL-02688,Aarón Zurita Rios,marcelo22@example.net,,No especificado,2023-11-28,False,"Teléfono inválido, Género inválido, Teléfono ausente"
CL-10893,Narciso Andrés-Arcos,,9879588011258,Masculino,2025-03-18,False,Email inválido
CL-02696,Hugo Sanmiguel,mugicaamanda@example.org,5499924169243,No especificado,2024-01-26,False,Género inválido
CL-10895,@Oliver,correo@.com,,Masculino,2000-01-01,False,"Email inválido, Teléfono inválido, Teléfono ausente"
CL-02704,Sarita del Montenegro,sabina89@example.org,4495449268649,No especificado,2025-03-17,False,Género inválido
CL-02712,Emigdio Guerra Miró,qarroyo@example.net,,No especificado,2023-09-02,False,"Teléfono inválido, Género inválido, Teléfono ausente"
CL-10899,Epifanio Jordá Acosta,manzanoeliseo@example.net,9085565388934,No especificado,2024-06-10,False,Género inválido
CL-02724,África Molins Alcántara,palacioamor@example.net,,Femenino,2023-12-03,False,"Teléfono inválido, Teléfono ausente"
CL-10901,123,@gmail.com,5711932515387,Femenino,2024-01-12,False,Email inválido
CL-10902,Aristides Tapia Amaya,jacinta31@example.com,,No especificado,2024-01-05,False,"Teléfono inválido, Género inválido, Teléfono ausente"
CL-10903,Vasco Galvez Mercader,,2907048079284,Femenino,2024-03-19,False,Email inválido
CL-02744,Leticia Perales,hgarriga@example.com,5526330143416,No especificado,2023-10-25,False,Género inválido
CL-02748,Marino Marcelo Salgado Carrasco,carofelicia@example.net,,Masculino,2025-06-10,False,"Teléfono inválido, Teléfono ausente"
CL-10910,@Oliver,correo@.com,,Femenino,2024-03-22,False,"Email inválido, Teléfono inválido, Teléfono ausente"
CL-10912,Vicente Angelino Carreras Jerez,arnaizarturo@example.org,2165646043697,No especificado,2024-05-29,False,Género inválido
CL-02770,Juan Bautista Solana Iglesia,@gmail.com,8294792147111,Masculino,2024-09-09,False,Email inválido
CL-02776,Bautista Apolinar Serna Cánovas,emiliano64@example.com,9189557479931,No especificado,2024-12-25,False,Género inválido
CL-10915,Berta Leocadia Arribas Terrón,,8088296162855,Femenino,2024-12-22,False,Email inválido
CL-10918,Oriana Mendez Canals,linoalarcon@example.net,34879611621,No especificado,2023-09-01,False,Género inválido
CL-10920,@Oliver,correo@.com,4085715521520,Femenino,2024-03-27,False,Email inválido
CL-02792,Jesusa del Polo,lazaroferrandez@example.org,2995449364488,No especificado,2024-11-23,False,Género inválido
CL-02796,Socorro Benavente-Molins,riveracalixto@example.com,,Masculino,2025-04-19,False,"Teléfono inválido, Teléfono ausente"
CL-10924,Olga Badía-Carbonell,@gmail.com,5148601667055,Masculino,2023-10-02,False,Email inválido
CL-02808,Julián Aranda-Quintanilla,baquerohoracio@example.com,,No especificado,2025-08-13,False,"Teléfono inválido, Género inválido, Teléfono ausente"
CL-10929,Elvira Sanmiguel Aparicio,,1011976541117,Masculino,2024-11-20,False,Email inválido
CL-10935,@Oliver,correo@.com,,Masculino,2023-10-24,False,"Email inválido, Teléfono inválido, Teléfono ausente"
CL-02824,Narcisa Segura Ródenas,cidcarmina@example.org,6913494831986,No especificado,2025-03-19,False,Género inválido
CL-02832,Zaira Ledesma Acevedo,torrecillajulie@example.org,,No especificado,2025-02-15,False,"Teléfono inválido, Género inválido, Teléfono ausente"
CL-10941,Espiridión Canet Esteban,correo@.com,4508395346437,No especificado,2025-06-11,False,"Email inválido, Género inválido"
CL-02844,Mateo Buendía Arteaga,hsotelo@example.net,,Masculino,2026-01-01,False,"Teléfono inválido, Teléfono ausente"
CL-10945,Gregorio Ugarte,martinezsabina@example.net,7390684157761,No especificado,2025-06-13,False,Género inválido
CL-02856,Berta Vidal Giralt,pintormaxi@example.net,,No especificado,2025-07-04,False,"Teléfono inválido, Género inválido, Teléfono ausente"
CL-02868,Cayetano Agustí Cisneros,mllorens@example.net,,Femenino,2024-09-23,False,"Teléfono inválido, Teléfono ausente"
CL-02870,Nicodemo Ballesteros Guardia,,7958101219968,Masculino,2024-10-21,False,Email inválido
CL-10951,Jordana Marquez Pérez,qsantamaria@example.net,9398207439700,No especificado,2024-10-06,False,Género inválido
CL-10958,Amarilis de Cuéllar,maxiarnaiz@example.net,3729399359047,No especificado,2025-02-28,False,Género inválido
CL-02890,América Aguado Mas,,8892958891209,Femenino,2025-01-05,False,Email inválido
CL-10959,Marcelino Vives Mármol,mfuente@example.net,,Masculino,2025-03-25,False,"Teléfono inválido, Teléfono ausente"
CL-02896,Martina Casals Rivera,gilberto65@example.org,5651393614361,No especificado,2024-05-09,False,Género inválido
CL-02900,Vinicio Alfredo Acero Amat,correo@.com,5139512267681,Masculino,2024-04-09,False,Email inválido
CL-02904,Toño Valera Lumbreras,vpintor@example.com,,Femenino,2025-06-13,False,"Teléfono inválido, Teléfono ausente"
CL-10965,Mariana Reig Cózar,luna42@example.org,,Masculino,2026-01-01,False,"Teléfono inválido, Teléfono ausente"
CL-10966,Caridad Escamilla Colom,correo@.com,5619968844504,Femenino,2024-05-02,False,Email inválido
CL-02928,Bartolomé Miranda Coca,diana44@example.org,,No especificado,2025-01-17,False,"Teléfono inválido, Género inválido, Teléfono ausente"
CL-02930,María del Rios,@gmail.com,9266459619431,Femenino,2024-04-19,False,Email inválido
CL-02936,Primitiva Verdugo-Barral,pomaresleocadio@example.net,1046953554079,No especificado,2025-04-19,False,Género inválido
CL-10973,@Oliver,,34921696824,Masculino,2024-07-09,False,Email inválido
CL-02944,Florentino Arnal Llorente,miguelmadrigal@example.net,6706317135110,No especificado,2023-09-18,False,Género inválido
CL-10981,Perla Escribano Mur,@gmail.com,7085530194929,No especificado,2024-06-15,False,"Email inválido, Género inválido"
CL-10983,Epifanio de Murillo,pascualyesica@example.net,,Masculino,2025-01-25,False,"Teléfono inválido, Teléfono ausente"
CL-02970,,,5646632675853,Femenino,2000-01-01,False,Email inválido
CL-10984,Édgar Ribes Escrivá,gfrias@example.net,,No especificado,2025-04-15,False,"Teléfono inválido, Género inválido, Teléfono ausente"
CL-10985,Rita Anguita Roldán,,0847002146969,Femenino,2024-02-24,False,Email inválido
CL-02990,Narcisa Abella,,5590513984786,Masculino,2025-05-30,False,Email inválido
CL-03000,123,,,No especificado,2024-07-28,False,"Email inválido, Teléfono inválido, Género inválido, Teléfono ausente"
CL-10995,Segismundo Eusebio Nogués Pol,nydia85@example.net,1509351696245,No especificado,2024-12-21,False,Género inválido
CL-03010,Leocadia Rubio Pedro,,5708467468491,Femenino,2023-11-05,False,Email inválido
CL-03012,Marino Córdoba Perelló,elaguna@example.com,,Femenino,2023-09-10,False,"Teléfono inválido, Teléfono ausente"
CL-03016,Espiridión Calderón Barbero,grosell@example.com,2039720296408,No especificado,2024-09-29,False,Género inválido
CL-11001,Plinio Carrasco Iglesia,correo@.com,6183214868780,Masculino,2024-12-24,False,Email inválido
CL-03030,123,@gmail.com,8373937266187,Femenino,2024-10-06,False,Email inválido
CL-11007,Albano Barranco Clavero,pmontero@example.com,,Masculino,2025-01-20,False,"Teléfono inválido, Teléfono ausente"
CL-11009,Corona Barreda-Bartolomé,,1924956284097,No especificado,2025-07-24,False,"Email inválido, Género inválido"
CL-03048,Pelayo Valls Jover,vizcainoyaiza@example.net,,No especificado,2024-04-17,False,"Teléfono inválido, Género inválido, Teléfono ausente"
CL-03060,@Oliver,margaritaatienza@example.org,,Femenino,2000-01-01,False,"Teléfono inválido, Teléfono ausente"
CL-03064,Manuelita Garcia,sebastianbarrios@example.net,0498537752408,No especificado,2023-09-18,False,Género inválido
CL-03072,Bernardo Borja Chacón Hoyos,ariellillo@example.com,,Masculino,2023-08-29,False,"Teléfono inválido, Teléfono ausente"
CL-11017,Dorita Luna Díez Puig,,8549604538523,No especificado,2025-04-27,False,"Email inválido, Género inválido"
CL-03084,Tito Moraleda Juárez,aguedatoledo@example.net,,Masculino,2024-04-15,False,"Teléfono inválido, Teléfono ausente"
CL-03090,Luís Custodio Anglada Gisbert,correo@.com,5890302768021,Femenino,2025-02-01,False,Email inválido
CL-03096,Charo Fabra,roselloruth@example.net,,Masculino,2025-05-25,False,"Teléfono inválido, Teléfono ausente"
CL-11024,Emiliano Candelario Escrivá Yuste,,8235062437339,Femenino,2023-11-19,False,Email inválido
CL-03108,Agapito Tur-Ordóñez,xguillen@example.org,,Femenino,2025-02-12,False,"Teléfono inválido, Teléfono ausente"
CL-11030,Lina Arellano Cueto,correo@.com,1818994863234,Masculino,2023-11-25,False,Email inválido
CL-03112,Víctor Montaña Luna,ccampoy@example.net,2023146884900,No especificado,2025-01-26,False,Género inválido
CL-11036,@Oliver,@gmail.com,,No especificado,2025-07-30,False,"Email inválido, Teléfono inválido, Género inválido, Teléfono ausente"
CL-03128,Jennifer del Acedo,patinobegona@example.net,7183470415119,No especificado,2024-06-01,False,Género inválido
CL-03130,Brígida Bermúdez Carrasco,,9400977040359,Masculino,2023-09-20,False,Email inválido
CL-03132,María Teresa Jover-Abellán,galindocoral@example.net,,Femenino,2026-01-01,False,"Teléfono inválido, Teléfono ausente"
CL-03136,José Mari Tejera-Sotelo,sorayafiol@example.net,8693089961352,No especificado,2025-01-11,False,Género inválido
CL-11044,Ramona Chamorro Cañellas,,8841171918017,Femenino,2024-12-17,False,Email inválido
CL-11047,Aura Tomas-Gabaldón,chuy87@example.net,,No especificado,2023-10-26,False,"Teléfono inválido, Género inválido, Teléfono ausente"
CL-03150,Mateo Hidalgo Puig,@gmail.com,5444683341239,Masculino,2026-01-01,False,Email inválido
CL-03160,Esteban Carbonell Juárez,,8882187204598,Femenino,2023-11-30,False,Email inválido
CL-03168,Aarón Valverde Ramón,miguel-angel58@example.com,,No especificado,2000-01-01,False,"Teléfono inválido, Género inválido, Teléfono ausente"
CL-03170,Eutimio Lasa-Hoyos,@gmail.com,5237127474731,Femenino,2024-01-12,False,Email inválido
CL-03176,Cirino Jaime Toledo Barrena,belenpardo@example.com,6485711713371,No especificado,2024-02-18,False,Género inválido
CL-11059,@Oliver,cirinoescobar@example.com,,Masculino,2025-01-05,False,"Teléfono inválido, Teléfono ausente"
CL-11060,Eliseo Alfaro Villaverde,jgelabert@example.com,9277168333850,No especificado,2024-09-27,False,Género inválido
CL-03190,Marianela del Vara,,4875485832457,Femenino,2025-06-08,False,Email inválido
CL-03192,Noé Rubio Solano,candidacanovas@example.com,,No especificado,2024-08-04,False,"Teléfono inválido, Género inválido, Teléfono ausente"
CL-03200,Cecilia Ayllón Sotelo,correo@.com,4348345473044,Femenino,2024-03-09,False,Email inválido
CL-03204,Ramiro Lara Barceló,pachecopilar@example.com,,Femenino,2000-01-01,False,"Teléfono inválido, Teléfono ausente"
CL-03208,Alba Borrego Valenciano,qsalmeron@example.net,8494947952158,No especificado,2023-10-11,False,Género inválido
CL-03210,123,,8415167217259,Masculino,2025-08-03,False,Email inválido
CL-11068,Silvio Alarcón Amaya,,9580643274639,Femenino,2025-04-13,False,Email inválido
CL-03228,Alejandra Ariza Arjona,evelia35@example.org,,Femenino,2025-02-20,False,"Teléfono inválido, Teléfono ausente"
CL-11071,Evelia Arnal Romeu,@gmail.com,5443283074946,Femenino,2025-05-16,False,Email inválido
CL-11074,,,,No especificado,2026-01-01,False,"Email inválido, Teléfono inválido, Género inválido, Teléfono ausente"
CL-03248,Rico Mena,emma58@example.net,2837430390023,No especificado,2024-07-07,False,Género inválido
CL-03250,Joaquina Prado-Pedrero,,5348370038362,Femenino,2024-09-01,False,Email inválido
CL-03252,Aarón Palomino Miguel,noriegajose-angel@example.org,,Femenino,2024-12-16,False,"Teléfono inválido, Teléfono ausente"
CL-11079,Nico Posada-Acevedo,@gmail.com,5904496420030,Femenino,2024-01-04,False,Email inválido
CL-03264,Fulgencio Cabañas Pereira,samuel26@example.org,,No especificado,2024-02-16,False,"Teléfono inválido, Género inválido, Teléfono ausente"
CL-03270,,,5850049585258,Femenino,2024-06-20,False,Email inválido
CL-03272,Manu Salmerón Santana,carmelo69@example.net,9219766594163,No especificado,2024-09-17,False,Género inválido
CL-11083,Félix Cuevas-Piña,pprada@example.net,,Masculino,2026-01-01,False,"Teléfono inválido, Teléfono ausente"
CL-11085,Hilario Mendizábal Pascual,,7017125057829,No especificado,2025-05-20,False,"Email inválido, Género inválido"
CL-03288,Iris Tello Gisbert,estrellaacuna@example.net,,No especificado,2024-06-12,False,"Teléfono inválido, Género inválido, Teléfono ausente"
CL-11086,Cándida María Luisa Bernal Rivas,,8252031426412,Masculino,2025-01-08,False,Email inválido
CL-11089,,,,Masculino,2025-07-21,False,"Email inválido, Teléfono inválido, Teléfono ausente"
CL-11094,Adelina Badía,correo@.com,2046846163226,Masculino,2024-03-13,False,Email inválido
CL-03312,Úrsula Calzada Feijoo,isidoromilla@example.net,,Masculino,2000-01-01,False,"Teléfono inválido, Teléfono ausente"
CL-03320,Roxana Ballesteros Avilés,@gmail.com,6475074986432,Masculino,2024-09-30,False,Email inválido
CL-03324,Remigio Pintor Villa,mireiapelayo@example.com,,Femenino,2024-02-05,False,"Teléfono inválido, Teléfono ausente"
CL-03330,123,,1050961584091,Femenino,2024-02-22,False,Email inválido
CL-03336,Mirta Tena Borja,maria-pilar97@example.net,,No especificado,2024-06-04,False,"Teléfono inválido, Género inválido, Teléfono ausente"
CL-03344,Buenaventura Manjón,framon@example.com,6743320603489,No especificado,2024-09-12,False,Género inválido
CL-03348,Flor Berta Cáceres Asenjo,izurita@example.net,,Masculino,2026-01-01,False,"Teléfono inválido, Teléfono ausente"
CL-03350,Teobaldo Arnal Torrijos,@gmail.com,5307006325332,Masculino,2024-05-16,False,Email inválido
CL-03360,Federico Rivera Linares,correo@.com,,No especificado,2024-01-15,False,"Email inválido, Teléfono inválido, Género inválido, Teléfono ausente"
CL-11111,José Ángel Iglesia Hoz,bernarditaplana@example.com,2985075517634,No especificado,2023-10-11,False,Género inválido
CL-11112,Iris Nicolau-Riba,,2459802660635,Femenino,2025-02-21,False,Email inválido
CL-03372,Yolanda Pacheco Esteban,lcastellanos@example.com,,Femenino,2025-03-16,False,"Teléfono inválido, Teléfono ausente"
CL-11114,María Belén López,zramis@example.org,2335309592352,No especificado,2024-10-04,False,Género inválido
CL-11115,Paz Moraleda Santos,correo@.com,9382103303538,Masculino,2024-06-12,False,Email inválido
CL-03384,Delfina Peñalver Andreu,aracelinicolau@example.net,,No especificado,2024-03-17,False,"Teléfono inválido, Género inválido, Teléfono ausente"
CL-03390,Zacarías Cuadrado Campo,correo@.com,1605615912279,Femenino,2025-04-11,False,Email inválido
CL-11117,Máximo Fortunato Monreal Salgado,bernardo54@example.com,0320945182581,No especificado,2025-06-20,False,Género inválido
CL-11121,Evelia Lluch,,5342475281950,Masculino,2023-12-14,False,Email inválido
CL-11124,Marcelo Coca-Palmer,tlluch@example.org,,Femenino,2024-11-28,False,"Teléfono inválido, Teléfono ausente"
CL-03410,Maximiano Luís Pinilla Ibarra,,1897619201797,Masculino,2025-08-22,False,Email inválido
CL-03416,Tiburcio Adadia Sanmartín,georginaguerrero@example.org,3414459698017,No especificado,2024-08-06,False,Género inválido
CL-03430,Manuel Javi Alarcón Garriga,,5035442275154,Femenino,2025-02-02,False,Email inválido
CL-03432,Mariano Posada Llamas,torralbacipriano@example.org,,No especificado,2024-09-15,False,"Teléfono inválido, Género inválido, Teléfono ausente"
CL-11135,Zaida Pazos Daza,,7596846567950,No especificado,2025-03-04,False,"Email inválido, Género inválido"
CL-11137,Gonzalo Perera,vizcainotomas@example.com,,Masculino,2023-09-28,False,"Teléfono inválido, Teléfono ausente"
CL-03448,Claudio Sergio Nieto Sarabia,vilaplanaxiomara@example.org,8871078828877,No especificado,2025-07-30,False,Género inválido
CL-03450,@Oliver,correo@.com,7143894384371,Masculino,2024-04-17,False,Email inválido
CL-03456,Emiliana Gomila Ibarra,quirosfederico@example.net,,Masculino,2026-01-01,False,"Teléfono inválido, Teléfono ausente"
CL-03460,Isaías Pellicer Mateo,,6049081741878,Masculino,2023-11-18,False,Email inválido
CL-03464,Nacho Piñol-Iborra,zadadia@example.net,5484945149299,No especificado,2023-11-27,False,Género inválido
CL-03468,Cruz Bruno Madrid Carpio,guzmanconsuelo@example.net,,Femenino,2024-10-02,False,"Teléfono inválido, Teléfono ausente"
CL-03470,Modesta Rocamora-Escribano,,1239397824052,Masculino,2025-06-21,False,Email inválido
CL-03472,Marcial Vila Lledó,lisandro01@example.net,2592361817743,No especificado,2024-11-15,False,Género inválido
CL-11146,123,correo@.com,,No especificado,2024-12-26,False,"Email inválido, Teléfono inválido, Género inválido, Teléfono ausente"
CL-03488,Sonia Cuéllar-Soler,espadaobdulia@example.net,1969045237497,No especificado,2025-05-20,False,Género inválido
CL-03490,Lorenza Marco Gallardo,,3742763856365,Femenino,2024-08-24,False,Email inválido
CL-03492,Blas Víctor Berenguer Rivero,escobarnazario@example.org,,Masculino,2025-02-02,False,"Teléfono inválido, Teléfono ausente"
CL-03496,Samu Barón Quero,parejoadalberto@example.net,9360996556328,No especificado,2025-07-26,False,Género inválido
CL-11150,Sigfrido Boix-Polo,,2894161041129,Masculino,2024-06-20,False,Email inválido
CL-11152,Almudena Muñoz-Perelló,lorenaleal@example.org,34816719900,No especificado,2024-05-13,False,Género inválido
CL-03510,123,@gmail.com,0801369009624,Masculino,2000-01-01,False,Email inválido
CL-03512,Paulina Amores Solano,tonibaro@example.com,6118536667440,No especificado,2025-05-04,False,Género inválido
CL-03520,Sonia Girón Alfaro,correo@.com,4261844974311,No especificado,2023-11-19,False,"Email inválido, Género inválido"
CL-03528,Santos Requena Zabaleta,egimeno@example.net,34947487019,No especificado,2000-01-01,False,Género inválido
CL-03536,Azahar Querol Antúnez,wvillena@example.com,2477091026197,No especificado,2024-08-25,False,Género inválido
CL-11166,@Oliver,correo@.com,,Femenino,2023-09-18,False,"Email inválido, Teléfono inválido, Teléfono ausente"
CL-03544,Isaura Lasa,molinazaida@example.net,5163137869305,No especificado,2025-04-07,False,Género inválido
CL-03550,Amílcar del Baena,@gmail.com,4494792044758,Femenino,2024-07-25,False,Email inválido
CL-03552,Cándido Hierro Carnero,dcarnero@example.net,,Femenino,2024-05-09,False,"Teléfono inválido, Teléfono ausente"
CL-11171,Nilo Gimeno Soria,correo@.com,0641109570835,No especificado,2023-12-20,False,"Email inválido, Género inválido"
CL-03564,Rita Solé Ojeda,kdomenech@example.net,,Masculino,2000-01-01,False,"Teléfono inválido, Teléfono ausente"
CL-03568,Montserrat Benito,regulo40@example.com,5835039534536,No especificado,2025-07-12,False,Género inválido
CL-03570,123,,3898428601818,Masculino,2024-08-11,False,Email inválido
CL-03576,Hilda Mayo Barón,pintosantiago@example.com,34735015895,No especificado,2025-08-17,False,Género inválido
CL-11178,Gustavo Osvaldo Melero Ibarra,,3319382715642,Femenino,2023-09-11,False,Email inválido
CL-03588,Isaac Calderón Calderon,abel78@example.net,,Masculino,2024-05-16,False,"Teléfono inválido, Teléfono ausente"
CL-03592,Carlos Vendrell Carranza,bprada@example.com,6310478632208,No especificado,2024-12-22,False,Género inválido
CL-03600,123,@gmail.com,,No especificado,2025-08-20,False,"Email inválido, Teléfono inválido, Género inválido, Teléfono ausente"
CL-03610,Gabriela Ledesma Oliver,correo@.com,6558877314178,Masculino,2024-10-07,False,Email inválido
CL-03612,Cruz Céspedes Barrena,lilianatorrens@example.net,,Femenino,2025-03-01,False,"Teléfono inválido, Teléfono ausente"
CL-03616,Jose Antonio Almagro,aristides87@example.net,7243030687791,No especificado,2024-03-28,False,Género inválido
CL-03624,Noemí Valcárcel Vega,felisa49@example.com,,Masculino,2025-02-05,False,"Teléfono inválido, Teléfono ausente"
CL-03632,Albina del Borrego,casalsale@example.org,1653941525753,No especificado,2024-12-30,False,Género inválido
CL-11199,Feliciano Nevado Roldán,requenayago@example.com,,Masculino,2026-01-01,False,"Teléfono inválido, Teléfono ausente"
CL-11201,Estefanía Ocaña Barral,,8360641108613,Femenino,2024-04-08,False,Email inválido
CL-03650,Máximo Maldonado Ochoa,@gmail.com,7193033152615,Masculino,2025-01-08,False,Email inválido
CL-11207,Esperanza Iglesia Ponce,claudiamurillo@example.org,5416577852639,No especificado,2024-03-12,False,Género inválido
CL-11208,@Oliver,@gmail.com,,Masculino,2024-11-30,False,"Email inválido, Teléfono inválido, Teléfono ausente"
CL-11210,Lola Cadenas Juan,correo@.com,5172789851335,Masculino,2023-11-15,False,Email inválido
CL-11211,Jacinta Díez Cañete,manola16@example.org,,No especificado,2000-01-01,False,"Teléfono inválido, Género inválido, Teléfono ausente"
CL-11216,Custodia Ricarda Tudela Barberá,correo@.com,0143853015078,Femenino,2025-05-26,False,Email inválido
CL-11219,Victor Hidalgo-Pol,charoandres@example.org,6873569458485,No especificado,2024-01-04,False,Género inválido
CL-03690,@Oliver,,2585216735178,Masculino,2026-01-01,False,Email inválido
CL-03696,Nando Tenorio Escalona,romanheredia@example.org,,No especificado,2024-01-18,False,"Teléfono inválido, Género inválido, Teléfono ausente"
CL-11225,Darío Macías Torrents,,7680939837796,Masculino,2025-07-08,False,Email inválido
CL-03704,Otilia Esther Bautista Mas,pepita65@example.org,2079794969756,No especificado,2023-11-15,False,Género inválido
CL-11227,Leticia Martorell Alemán,lopezroldan@example.com,,Masculino,2025-02-11,False,"Teléfono inválido, Teléfono ausente"
CL-03710,Heliodoro Ramirez Jover,@gmail.com,8747007616256,Femenino,2025-01-04,False,Email inválido
CL-11229,Lázaro de Noguera,constanza57@example.org,8234980849876,No especificado,2024-01-08,False,Género inválido
CL-03720,@Oliver,correo@.com,,Masculino,2025-03-26,False,"Email inválido, Teléfono inválido, Teléfono ausente"
CL-03728,Luciana Vázquez Ribes,somozamaria@example.com,7645298730232,No especificado,2023-11-04,False,Género inválido
CL-03730,Graciela Murcia Tomás,@gmail.com,1333808663978,Masculino,2025-03-13,False,Email inválido
CL-03740,Teresita Elías Lillo,@gmail.com,2195279065110,Masculino,2024-06-23,False,Email inválido
CL-11237,Coral Sureda Boix,jose58@example.net,,No especificado,2025-01-31,False,"Teléfono inválido, Género inválido, Teléfono ausente"
CL-03752,Vito de Ugarte,alfredo07@example.com,1981847024957,No especificado,2024-04-08,False,Género inválido
CL-03756,Nydia Juárez Fuente,pepito40@example.net,,Masculino,2025-07-02,False,"Teléfono inválido, Teléfono ausente"
CL-11245,Abel Hervás Paredes,,5313622053776,Femenino,2025-05-11,False,Email inválido
CL-03780,,correo@.com,,Femenino,2025-08-09,False,"Email inválido, Teléfono inválido, Teléfono ausente"
CL-03790,Pánfilo Ribes Manuel,@gmail.com,1232447980212,Masculino,2024-04-01,False,Email inválido
CL-03792,Hernán Castelló-Ricart,huria@example.net,,No especificado,2024-09-08,False,"Teléfono inválido, Género inválido, Teléfono ausente"
CL-11254,Susanita Escalona Tapia,correo@.com,2421202467530,No especificado,2024-07-25,False,"Email inválido, Género inválido"
CL-03804,Lorenza Blanch Izquierdo,bravogabino@example.org,,Masculino,2023-10-18,False,"Teléfono inválido, Teléfono ausente"
CL-03808,Georgina Moll Peinado,egil@example.org,6878362357254,No especificado,2025-06-15,False,Género inválido
CL-11257,Cintia de Yáñez,correo@.com,8374362561932,Masculino,2025-06-19,False,Email inválido
CL-03816,Iván Rovira Tomas,gonzalezprimitivo@example.com,,No especificado,2026-01-01,False,"Teléfono inválido, Género inválido, Teléfono ausente"
CL-11260,Wálter Cuenca Hoyos,correo@.com,3051022171480,Masculino,2024-09-28,False,Email inválido
CL-03828,Ciríaco de Valentín,minguezmaria@example.com,,Femenino,2023-12-03,False,"Teléfono inválido, Teléfono ausente"
CL-03830,María Garriga Grande,,1692407803621,Masculino,2025-05-30,False,Email inválido
CL-11264,Pascuala Garriga Arnau,@gmail.com,,No especificado,2025-05-19,False,"Email inválido, Teléfono inválido, Género inválido, Teléfono ausente"
CL-11269,Edmundo del Beltran,correo@.com,1601216918007,Femenino,2025-01-13,False,Email inválido
CL-03852,Dan Guerra Toro,eligia28@example.com,,Masculino,2026-01-01,False,"Teléfono inválido, Teléfono ausente"
CL-11273,María Del Carmen Segura Canales,,4066218262071,Femenino,2025-01-14,False,Email inválido
CL-11274,Silvestre Tena,edgarfont@example.net,,Masculino,2025-07-20,False,"Teléfono inválido, Teléfono ausente"
CL-03870,Custodio Bernat Llabrés,,3855275149044,Femenino,2026-01-01,False,Email inválido
CL-03876,Nydia Fernández,itejera@example.com,,Femenino,2025-05-28,False,"Teléfono inválido, Teléfono ausente"
CL-03880,Lucio Moraleda,@gmail.com,2600646796132,No especificado,2024-10-11,False,"Email inválido, Género inválido"
