client_id,nombre,email,telefono,genero,fecha_registro,registro_valido
CL-02403,Natanael Nogués Dominguez,jeronimo45@example.com,1194214573173,Femenino,2023-11-02,True
CL-10787,Ámbar Casares Cordero,maximinosanz@example.org,3076705260413,Masculino,2024-11-03,True
CL-02405,Isaías Correa Sala,fidela14@example.net,5262582647278,Femenino,2025-03-28,True
CL-02406,Salud Abascal-Ureña,elianalluch@example.net,4647029488892,Femenino,2023-11-29,True
CL-10788,Tito Sobrino Aguiló,solefebe@example.org,3560685885381,Femenino,2023-11-07,True
CL-02408,Pelayo Mariño Moll,juanito66@example.com,7551517874097,Masculino,2023-11-18,True
CL-02409,Reynaldo Leon Portero,tsalamanca@example.com,4536505926074,Masculino,2024-07-02,True
CL-10789,Marcela Tomás-Recio,carjona@example.org,8446671482862,Femenino,2024-03-07,True
CL-10790,Faustino Abellán-Roma,gomezangel@example.net,5017226672502,Masculino,2023-12-08,True
CL-02413,Marianela de Monreal,lamor@example.com,7516093796084,Masculino,2024-11-24,True
CL-02414,Griselda Lara Palacio,felisa37@example.com,4813134381052,Femenino,2025-03-31,True
CL-10792,123,menendezgonzalo@example.com,9695514260665,Masculino,2024-11-24,True
CL-10793,Edelmiro Salvà-Espejo,albagarriga@example.net,8876177772993,Femenino,2024-12-28,True
CL-02418,Valeria Escamilla Mayo,hmiro@example.com,3299881708336,Femenino,2025-07-11,True
CL-02419,Morena Tamarit Quero,maria-cristinabenet@example.com,9695246048037,Masculino,2025-06-18,True
CL-02421,Julie Valenciano Arellano,marisa97@example.org,3256875730377,Masculino,2025-02-23,True
CL-10795,Federico Guillén Segovia,gayamateo@example.com,3783734689863,Masculino,2023-09-03,True
CL-02423,Teresa Quevedo Ayuso,galcala@example.com,4896476710064,Femenino,2024-11-04,True
CL-10796,Beatriz Vendrell Bonilla,sansmaria-manuela@example.com,6128532661617,Masculino,2024-01-20,True
CL-02426,Natalio Baena,armando59@example.com,3559308374872,Femenino,2023-09-27,True
CL-02427,León Flores Real,loboyesica@example.net,1607514126859,Masculino,2024-05-13,True
CL-02428,Albert del Sanchez,cuellarluciano@example.org,0737071563759,Masculino,2025-06-20,True
CL-02429,Azucena Bonet Gargallo,lupeferrera@example.net,7903782118227,Femenino,2025-04-23,True
CL-10797,123,dalmausegismundo@example.org,1015592907492,Femenino,2026-01-01,True
CL-02431,Águeda Ledesma Girona,robertomoya@example.org,0384511229271,Masculino,2024-02-24,True
CL-10798,Marita del Ferrer,rperalta@example.com,9557586039114,Femenino,2025-01-27,True
CL-10799,Bernardino Rius-Sandoval,gpera@example.com,8312239986209,Masculino,2023-11-19,True
CL-10800,Encarna Vilanova Cornejo,albertmendoza@example.net,7756976211157,Masculino,2025-04-01,True
CL-02435,Nando Vega Mascaró,nandomarcos@example.net,3377157684106,Masculino,2024-06-09,True
CL-10801,Pastora Dorita Sedano Berenguer,zagudo@example.com,5054592167564,Masculino,2024-12-26,True
CL-02438,Hector Chucho Velázquez Cañas,ariasmorena@example.org,3746071039619,Masculino,2025-03-23,True
CL-02439,Petrona Ayala-Mena,cuellarconcepcion@example.org,8312071232755,Femenino,2025-06-07,True
CL-10802,Ernesto Ros Tolosa,gdelgado@example.org,3850013361465,Masculino,2025-07-11,True
CL-02442,Marina Palacio,maria51@example.com,6581846248489,Masculino,2024-10-08,True
CL-10803,Araceli Gilabert Borrás,gespinosa@example.net,3505494098889,Femenino,2025-03-04,True
CL-02444,Celso Noguera,xcarmona@example.com,6850485678869,Masculino,2025-08-23,True
CL-02445,123,lalmagro@example.net,6525612075364,Femenino,2024-06-01,True
CL-02446,Gabriela Beatriz Solera Quiroga,nicolasamanzanares@example.org,5264791590744,Masculino,2025-01-21,True
CL-02447,Selena Esteban-Azorin,boixmiriam@example.org,7581619046845,Femenino,2024-10-18,True
CL-02449,Tiburcio Pablo Vicens,maura04@example.com,6966530632394,Masculino,2024-11-04,True
CL-02450,Domingo Blázquez Palomar,alberto49@example.org,8502222578953,Masculino,2024-09-05,True
CL-02451,Celia Rubio Quintana,pastora18@example.org,2151836674384,Femenino,2025-03-19,True
CL-10804,Jafet Echevarría Sala,jcanizares@example.org,5286939999720,Femenino,2025-07-29,True
CL-02453,Patricio Sanabria Parejo,osorioeusebio@example.com,0235518282152,Masculino,2023-10-07,True
CL-10805,Anunciación Cortés-Morante,rduran@example.net,0760783920478,Femenino,2025-08-22,True
CL-10806,Paca Guillen Mendez,bernardalopez@example.net,0182535330815,Femenino,2025-08-24,True
CL-02456,Vito Aliaga,dafne43@example.net,6962647874863,Femenino,2025-01-05,True
CL-02457,Alma Manuelita Polo Doménech,eusebiaosorio@example.com,7745100430554,Femenino,2024-07-28,True
CL-02458,Mirta Acosta Zaragoza,odalys69@example.com,2216507387541,Femenino,2023-11-29,True
CL-02459,Jacinto Cabezas Blázquez,fcastellanos@example.org,1780399064583,Femenino,2024-10-23,True
CL-02460,,serranorogelio@example.com,34823769602,Femenino,2024-11-06,True
CL-10807,Damián Carbonell Torralba,merche26@example.org,1896322149574,Femenino,2023-10-23,True
CL-02462,Eva María Carmela Julián Morera,nadia40@example.com,8711796932395,Femenino,2024-10-14,True
CL-02463,Evaristo Catalán,icastro@example.org,1377970788965,Masculino,2024-06-29,True
CL-10809,Liliana Benavent Galiano,kfuertes@example.com,6206779872662,Femenino,2024-12-27,True
CL-02466,Roberto Agustí Luna,consuela50@example.com,2573958220078,Masculino,2026-01-01,True
CL-10810,Casandra Parejo Morales,ileanafrancisco@example.net,6418139543448,Femenino,2024-06-11,True
CL-10811,Chucho Romero,marianocalvo@example.com,7971641603223,Femenino,2023-12-04,True
CL-02469,Tristán Vergara Roma,pinoangelino@example.org,7566964060799,Masculino,2023-10-28,True
CL-02471,Baudelio Sigfrido Herrero Heras,tomasfederico@example.org,8521437586509,Masculino,2024-07-27,True
CL-10813,Leire Rivas Navarro,bartolomerosa@example.com,4309995131342,Femenino,2025-04-19,True
CL-02474,Clarisa Quintero Martínez,estela00@example.org,6433776344000,Masculino,2024-04-30,True
CL-02475,Pepito Nieto Vera,maura82@example.com,2835291152206,Femenino,2024-08-21,True
CL-02476,Yago del Solera,pinadaniela@example.org,5696248458766,Masculino,2025-05-31,True
CL-02477,Hortensia Zorrilla Balaguer,ruypaz@example.org,7145132227110,Masculino,2024-07-20,True
CL-10814,Eutropio Pagès Alemán,snicolas@example.org,7011760466458,Masculino,2024-08-08,True
CL-02479,Nidia Marquez Dominguez,carboefrain@example.org,8940944223609,Femenino,2024-01-15,True
CL-02481,Adoración Expósito Olmo,boschtito@example.com,2429744223631,Masculino,2023-10-13,True
CL-02482,Wálter Cabezas-Codina,cozareloisa@example.net,1287597680134,Femenino,2024-08-10,True
CL-10816,Patricio Soto-Galiano,arribasbernarda@example.net,0645442429466,Femenino,2024-10-28,True
CL-02484,Paulino Maestre Mir,amilcardiaz@example.org,34986824857,Masculino,2000-01-01,True
CL-02485,Moreno Verdú Anaya,seguifeliciana@example.com,2932315436747,Masculino,2024-02-17,True
CL-02486,Eloy Peralta-Cabanillas,benito60@example.net,9263799362049,Femenino,2024-02-09,True
CL-10817,Emelina Burgos Becerra,ariel26@example.org,4996551978604,Masculino,2025-04-25,True
CL-02489,Jose Angel Pareja Yáñez,molinsdalila@example.org,4809222147367,Femenino,2025-04-20,True
CL-02491,Eva Hidalgo Vilanova,isanchez@example.net,9148097243071,Femenino,2023-08-29,True
CL-10819,Adora Benito-Pacheco,fvilla@example.org,3739473596498,Masculino,2025-06-30,True
CL-02493,Jordán Juan Manuel Vallés Río,caguirre@example.com,8603737710365,Masculino,2023-09-02,True
CL-02494,Roberto Ramos Cal,ribesnando@example.com,6610344085437,Masculino,2025-07-08,True
CL-10820,Leyre Tolosa Campo,lucilaquintero@example.org,3990237658606,Femenino,2024-06-17,True
CL-02497,Amada Lola Pou Blanch,fsierra@example.com,2189262620265,Masculino,2024-05-21,True
CL-02498,Flavio Bello,evaristocrespo@example.net,4984639447141,Femenino,2023-11-19,True
CL-02499,Ema Avilés Hierro,hmontero@example.org,9107949089274,Femenino,2024-01-31,True
CL-10822,Lilia Ballesteros Lamas,peiroeusebio@example.com,0340473578718,Masculino,2025-01-09,True
CL-02502,Merche María Ángeles Royo Cardona,hayllon@example.net,0612837440982,Femenino,2000-01-01,True
CL-10823,Renata Hoyos Cerdá,marta98@example.net,9972757114842,Masculino,2023-12-21,True
CL-02504,Jose Ignacio Bayo,mpujadas@example.org,1312897853363,Femenino,2024-04-26,True
CL-10824,123,guijarromireia@example.org,1315026603848,Femenino,2024-08-26,True
CL-02506,Elena Catalá Escobar,ngarrido@example.net,6519555483679,Femenino,2024-09-23,True
CL-02507,Heraclio de Barros,vallejaime@example.com,0381758069469,Femenino,2024-12-26,True
CL-10825,Hernán Sans Ricart,teofila95@example.org,9531108692749,Masculino,2025-06-02,True
CL-02511,Gloria Ropero,juan-josetrillo@example.com,1890158177608,Femenino,2025-04-23,True
CL-02512,Enrique Montes Almansa,verdejoponcio@example.net,1853504824368,Masculino,2024-08-27,True
CL-10826,Patricio del Sola,conradogomez@example.com,6000612801335,Masculino,2024-11-26,True
CL-10827,Yago Cañete Castañeda,pascual27@example.net,3788351067757,Masculino,2024-11-20,True
CL-02515,Rómulo Navarrete Alberola,salome24@example.org,4720671929416,Masculino,2024-06-09,True
CL-02516,Mireia Alcántara Mateu,felicia09@example.org,1473970214158,Femenino,2024-01-19,True
CL-02517,Viviana Pomares Ugarte,nievesflor@example.org,2679760716778,Masculino,2024-04-06,True
CL-02518,Marianela Fidela Pont Santana,pepebecerra@example.net,2588009765619,Femenino,2025-05-30,True
CL-10828,Heliodoro del Vicens,aliciamarquez@example.net,9968276976489,Femenino,2025-04-14,True
CL-10830,Salud Sala Bosch,ccortes@example.net,8850983352667,Femenino,2024-07-16,True
CL-10831,Ricarda Verdejo-Perelló,hector92@example.net,3891245917738,Masculino,2024-06-23,True
CL-10832,Evita de Palomares,pontmartirio@example.com,7748961815507,Masculino,2024-03-06,True
CL-10833,Valerio Telmo Naranjo Company,upedraza@example.com,8608713799519,Femenino,2024-01-22,True
CL-02525,Leonor Balaguer Caballero,natanael07@example.org,2649542154396,Femenino,2025-04-11,True
CL-02526,Pascual Cervantes Prats,bonifaciolumbreras@example.net,5178568726609,Masculino,2023-12-17,True
CL-02527,Lola Arribas,filomenacodina@example.com,0403088407431,Masculino,2024-02-05,True
CL-02529,Jennifer Gual Guitart,folchamado@example.org,5349801391116,Masculino,2024-12-27,True
CL-02531,Adora Pulido Verdugo,banosetelvina@example.org,0655974210566,Masculino,2024-06-18,True
CL-02533,Zaida Artigas Perales,espejoviviana@example.net,4060144948609,Femenino,2024-03-28,True
CL-02534,Alcides Coloma Murcia,cosmeibanez@example.net,3713272573112,Masculino,2024-05-01,True
CL-02535,Bernardita Luciana Cases Murillo,rogeliocolom@example.net,0928308982487,Femenino,2024-04-20,True
CL-10836,Maxi Clemente Vera,aizquierdo@example.org,2020008880852,Femenino,2025-07-03,True
CL-02538,Renata de Nogueira,beltranlina@example.org,3551790384357,Femenino,2023-10-10,True
CL-02539,Cándido Arrieta-Pera,gdomenech@example.org,8899283367971,Masculino,2025-04-28,True
CL-02541,Heraclio Pol-Benitez,amayamacarena@example.org,5274322038709,Masculino,2024-12-14,True
CL-10837,Jenaro Escamilla-Nevado,dimasoliver@example.org,6305247009268,Masculino,2024-02-25,True
CL-02543,Ágata Abad Barranco,blazquezbuenaventura@example.com,2868203882084,Masculino,2023-12-02,True
CL-02545,Borja Arrieta Llorens,garridovioleta@example.net,8569678146890,Femenino,2025-03-31,True
CL-02546,Angelita Murillo Piñeiro,ponsursula@example.net,4779436754003,Masculino,2024-07-12,True
CL-10839,Salud Llorente Luján,socorro82@example.org,9922515279952,Masculino,2023-10-22,True
CL-02548,Juan Francisco Quero Garriga,vergaragala@example.org,1270728766503,Femenino,2023-10-11,True
CL-02549,Aránzazu Sales Asensio,lcuevas@example.org,5900118432558,Masculino,2025-06-21,True
CL-02551,Custodio Gracia Vázquez,grasjuan-manuel@example.org,1941033882224,Femenino,2023-12-08,True
CL-02552,María Ángeles Buendía,hgarces@example.net,1641555156907,Femenino,2023-10-06,True
CL-02553,Alfonso Pablo Lopez,blancamena@example.com,7124297955692,Femenino,2024-12-23,True
CL-02554,Julie Noa Ibáñez Morillo,maria-doloresalegria@example.org,3623706936153,Femenino,2024-07-09,True
CL-10840,Celia del Sanmiguel,nietohaydee@example.com,4658070928088,Femenino,2024-02-12,True
CL-10841,Manolo Cosme Manzano Jordá,etelvinanogues@example.net,6931947499601,Femenino,2024-04-27,True
CL-02558,Ramón Nicolás Cortina Nebot,jessicaroman@example.net,5114001000890,Masculino,2024-05-03,True
CL-10842,Reynaldo de Santiago,sergio81@example.com,7582506384922,Femenino,2024-11-28,True
CL-10844,Toni Gimenez Feijoo,paula55@example.org,4710182751565,Femenino,2024-10-21,True
CL-02562,Julio César Valenciano Rey,pepitaalmagro@example.net,0695114196443,Femenino,2023-08-27,True
CL-02563,Feliciana Armas-Moraleda,andrademarino@example.net,3461057336951,Masculino,2025-05-01,True
CL-02564,Agustina Corominas Palacios,asdrubal43@example.com,7432555389825,Masculino,2025-01-28,True
CL-02565,,jose-luisbuendia@example.net,0109203787385,Masculino,2024-02-15,True
CL-02566,Ascensión Benita Gallardo Viana,wdelgado@example.com,1278673748357,Masculino,2025-07-02,True
CL-02567,Ofelia del Luís,sariza@example.com,0668646512174,Femenino,2024-09-19,True
CL-02569,Beatriz Clotilde Burgos Tejera,salasgoyo@example.com,8744140340309,Femenino,2024-07-03,True
CL-02571,Magdalena Grau Gálvez,blazquezreinaldo@example.net,3390346885072,Femenino,2025-06-25,True
CL-10845,Segismundo Giménez Berrocal,cerdarosa@example.com,7801270959736,Femenino,2025-04-17,True
CL-02573,Eloísa Mariño Hervia,ycolomer@example.net,9962965992010,Femenino,2023-12-12,True
CL-02574,Ani Cuesta Cabañas,canasmarciano@example.org,0250103912911,Femenino,2000-01-01,True
CL-02575,Pedro Vazquez Vilanova,mpinilla@example.com,3116293235440,Masculino,2024-10-08,True
CL-02577,Ricardo Quero-Parra,gvelasco@example.org,4311074135477,Femenino,2025-04-05,True
CL-02578,Balduino Ferrer,qalonso@example.net,7143818926642,Masculino,2025-08-15,True
CL-02579,Adriana Carballo Ibarra,mendizabaleduardo@example.net,0761931568040,Masculino,2023-12-21,True
CL-10847,Lisandro Mariño Domingo,olallacheca@example.org,7688544813670,Masculino,2023-10-17,True
CL-02582,Edmundo Portillo Tovar,fabianaaguado@example.org,0497985509082,Masculino,2023-08-31,True
CL-10848,Eva Dionisia Pablo Fonseca,dan41@example.org,3710420293426,Masculino,2023-09-22,True
CL-02585,Concepción Alonso Mur,scerezo@example.org,0809405094561,Femenino,2025-03-15,True
CL-10849,Melchor de Barriga,nacioescribano@example.com,3775186377195,Femenino,2023-09-17,True
CL-02587,Eutimio Badía Soto,otiliacaballero@example.net,5224683714024,Masculino,2023-11-19,True
CL-02588,Estrella Jaume,felix62@example.net,4856515762261,Masculino,2025-07-29,True
CL-02589,Ágata Llano Arcos,manuelita79@example.org,6686253480061,Femenino,2025-06-24,True
CL-02591,Dora Daniela Aguilera Fuertes,ciro71@example.org,9345851552267,Masculino,2024-04-03,True
CL-02593,Teo Eduardo Pallarès Oller,fpoza@example.org,8687502220351,Masculino,2023-09-24,True
CL-02594,José Mari Cabo-Terrón,adelina94@example.com,7406547361934,Masculino,2025-02-02,True
CL-10851,,benitezildefonso@example.com,0124750312013,Masculino,2024-05-02,True
CL-02596,Paz Guitart Valencia,raulsales@example.net,4321072013714,Masculino,2024-06-26,True
CL-02597,Ovidio Lladó Bolaños,jorge10@example.org,7590955794052,Masculino,2024-12-02,True
CL-02598,Cándido Samu Flor Agustín,muniztimoteo@example.org,7830906500324,Masculino,2024-01-26,True
CL-10852,Gregorio Rocamora Contreras,aragonesantonio@example.org,6770699742102,Masculino,2024-04-14,True
CL-10854,Dafne Ramírez Losa,fpelayo@example.org,9180224102639,Femenino,2024-08-29,True
CL-02602,Faustino Manjón Bernal,charocases@example.org,8575517221164,Masculino,2025-06-04,True
CL-02603,Ariel Segura,lvergara@example.org,7935786338026,Femenino,2024-10-26,True
CL-02605,Anselma Carranza Casanova,cabreraagustin@example.net,4763092220991,Masculino,2023-11-16,True
CL-10855,Roberto Sarmiento Sáez,abigailbotella@example.net,2095967890915,Masculino,2025-04-10,True
CL-02607,Fortunato Mateu Bermudez,gracianamarmol@example.com,9926652173840,Femenino,2023-10-14,True
CL-02609,Pastora Calderón Palacios,ugilabert@example.net,3502016685394,Masculino,2024-07-08,True
CL-02610,,pgelabert@example.org,9236614424541,Masculino,2025-04-05,True
CL-02611,Pili del Casals,sol24@example.org,2938522983701,Masculino,2024-04-27,True
CL-02612,Yago Pedrosa Villalonga,padillarufina@example.org,4481798691026,Femenino,2025-01-20,True
CL-10857,Gabriel Folch Murcia,atienzaeusebio@example.org,4584980659727,Femenino,2025-05-29,True
CL-10858,Cruz Bernal Carrasco,valencianoisaias@example.net,4904168393496,Masculino,2024-04-03,True
CL-02615,Augusto Mas Montserrat,tristan51@example.com,9505408150045,Masculino,2025-08-15,True
CL-02617,Albert Cárdenas-Vives,sandovalartemio@example.net,8438756103375,Femenino,2024-08-07,True
CL-02618,Lupita Aguado Roman,sgracia@example.com,4083923980135,Masculino,2025-05-04,True
CL-10859,Alejandro Carpio Dávila,ligiabellido@example.org,6909878119785,Femenino,2025-04-06,True
CL-10860,Nando Soria Escribano,rpuente@example.net,4853316557159,Femenino,2024-12-08,True
CL-10861,Germán Olivera,pancho61@example.net,6290911980685,Masculino,2024-05-22,True
CL-02622,Fidel Herranz Orozco,pardochema@example.com,1686905775440,Masculino,2025-02-07,True
CL-10862,Maristela Saez Talavera,mariselaromeu@example.net,6878904487363,Masculino,2024-09-22,True
CL-10863,Paola Pedrosa Gaya,pgarcia@example.org,0346220424842,Femenino,2024-03-27,True
CL-10864,Daniel Cirino Gracia Silva,abigail35@example.com,5193540270570,Femenino,2025-03-28,True
CL-10865,Chucho Vázquez Taboada,felix42@example.org,7258714221544,Masculino,2025-03-05,True
CL-02629,Almudena Linares Canales,fpalomo@example.net,0878112881285,Masculino,2024-10-04,True
CL-02631,Jacinto Marín Gilabert,ugarriga@example.org,7735345556042,Masculino,2023-09-13,True
CL-02633,Rosario del Vidal,nalberdi@example.org,1629813776461,Femenino,2024-12-17,True
CL-10868,Ligia Osuna Montenegro,toni36@example.com,1180476371409,Femenino,2025-08-16,True
CL-02635,Javier Becerra Marco,gironateodora@example.com,4231402411123,Femenino,2025-03-14,True
CL-10869,Catalina Benavent Sanchez,ybatlle@example.com,3219931465894,Femenino,2025-06-17,True
CL-02637,Jennifer Sastre Fuertes,rosaurabonet@example.net,8160228927466,Femenino,2023-11-08,True
CL-02638,Pía Palmer Sáez,cquiroga@example.com,6181228024459,Femenino,2025-03-15,True
CL-10870,Natanael Bernabé Juan Garrido,cardonaosvaldo@example.net,7120491485765,Masculino,2025-02-03,True
CL-02641,Vasco Amando Almazán Castejón,maria-jesusalvarado@example.com,6276311414487,Femenino,2025-03-05,True
CL-02642,Pía Escolano Coca,cuervojose@example.org,8801757799289,Femenino,2023-09-06,True
CL-02643,Bárbara Emilia Terrón Jover,opeinado@example.com,3218665287477,Masculino,2025-08-23,True
CL-02644,Sancho Acuña Leiva,victor-manuel55@example.net,9457978195711,Femenino,2023-12-25,True
CL-02645,Mar Manuelita Criado Porcel,trillofito@example.net,1976826411182,Masculino,2025-03-30,True
CL-02646,Rico Valenzuela Laguna,emmaplanas@example.org,1452970254814,Femenino,2000-01-01,True
CL-02647,Ariel Cañizares Pereira,rupertaesteve@example.net,9099011862288,Femenino,2024-02-12,True
CL-02649,Jose Luis del Barriga,mercedesmuro@example.net,0397087209952,Femenino,2024-10-16,True
CL-10871,Tristán Torres Paniagua,groldan@example.com,1458466708258,Masculino,2024-12-02,True
CL-02651,Zoraida Portillo Cáceres,geraldotamayo@example.net,7482798376843,Masculino,2024-10-11,True
CL-02653,Ana Sofía Corona Valera Zaragoza,nilda82@example.net,4461733697016,Masculino,2025-05-27,True
CL-10872,Encarnacion Llamas Rosell,jenaro61@example.com,6503371773553,Masculino,2024-09-13,True
CL-10873,123,carmenrobledo@example.org,7768144499682,Femenino,2024-11-22,True
CL-10874,Cintia Cáceres Landa,narciso42@example.com,4837165770278,Femenino,2024-06-17,True
CL-02657,Edu Álvaro Gisbert,herasamalia@example.com,7820315212330,Femenino,2024-12-16,True
CL-02658,Felix Barreda Villa,aragonrico@example.org,2178550856519,Femenino,2023-11-21,True
CL-10875,Eligio Calderón Dávila,olgafonseca@example.net,9428439125920,Femenino,2024-10-31,True
CL-02661,Mayte Fabiana Guerrero Campoy,cuencaguadalupe@example.com,6040874133403,Masculino,2023-09-02,True
CL-02662,Cristina del Amador,miriam79@example.net,9328370370682,Femenino,2025-06-03,True
CL-10876,Elías Acedo Sales,juanasalmeron@example.org,6353820816640,Femenino,2023-11-16,True
CL-02665,Albano Olivares Folch,eli77@example.com,2593432638958,Femenino,2025-07-11,True
CL-02666,Chelo del Cano,olmedojesus@example.net,8996217492592,Femenino,2025-08-02,True
CL-02667,Camilo Bárcena Amaya,zsegovia@example.org,6822424679882,Masculino,2024-03-09,True
CL-10878,Tecla Rincón Cisneros,timoteo06@example.net,2896267595286,Femenino,2024-04-01,True
CL-10879,Olga Bonet Vázquez,remediosbarco@example.org,0922695342888,Femenino,2024-06-08,True
CL-02671,Cristian Fuente,modesto26@example.com,4271381407322,Masculino,2023-10-07,True
CL-10882,Manu Sancho,torrecillanatividad@example.org,4465119016396,Masculino,2025-07-10,True
CL-10883,Chelo Hurtado Calvet,dmalo@example.net,7858093567193,Masculino,2025-03-10,True
CL-02675,Victor Manuel Villanueva Fernandez,njurado@example.org,4218830345562,Femenino,2024-10-09,True
CL-02677,Dora Esteve Canals,piedad67@example.com,3733752588255,Masculino,2025-06-04,True
CL-10885,Zoraida Herrera-Lluch,mariandres-felipe@example.net,9801278631719,Femenino,2025-02-17,True
CL-10886,César Oliva Aranda,asabater@example.com,9574239198922,Femenino,2025-07-30,True
CL-02681,Ramona Sala Folch,emiliano31@example.net,0796658963847,Masculino,2025-04-07,True
CL-02682,Edelmiro Feliu Batalla,fdominguez@example.com,5476058699612,Masculino,2023-11-11,True
CL-10888,Clemente Peral-Verdú,omar65@example.org,8364378120181,Masculino,2024-03-14,True
CL-10889,Ana María Carmen Orozco Bárcena,juan-bautista68@example.net,7470171431843,Femenino,2024-12-20,True
CL-02685,Paulino Eligio Torres Malo,boschlupita@example.org,5619738447854,Femenino,2025-06-28,True
CL-10890,Sancho del Báez,lvall@example.net,2232867816026,Masculino,2024-08-04,True
CL-10891,Augusto Rivero Herrero,segarramaria-teresa@example.org,9287459118613,Femenino,2024-01-07,True
CL-10892,Leonardo Francisco Jose Granados Alcalde,reynaldocarrion@example.net,9509115450796,Femenino,2024-05-17,True
CL-02691,Raúl Ojeda Castell,dmesa@example.net,4881245894247,Masculino,2024-06-02,True
CL-02692,Yésica Arrieta-Gonzalez,echevarriaariel@example.org,4330587230143,Masculino,2024-05-26,True
CL-02693,Maricela Solano Prieto,riusfelipe@example.org,4095521212445,Masculino,2023-10-17,True
CL-10894,Tania Sandoval Esteban,ncanales@example.com,5544067640237,Femenino,2023-10-21,True
CL-02695,Gema Feliu Mercader,iriscrespi@example.net,8909757885692,Femenino,2025-07-21,True
CL-02697,Asdrubal Estevez Carrillo,allerpia@example.net,5335896079491,Masculino,2024-05-08,True
CL-02698,Sara Ballesteros Roda,pjimenez@example.org,9868471292464,Femenino,2024-11-20,True
CL-02699,Bárbara Nogués Salinas,vicenteprimitivo@example.net,9898824144254,Femenino,2024-11-03,True
CL-02701,Angelita Crespo-Miguel,busquetseufemia@example.org,2025901165069,Femenino,2023-12-04,True
CL-02702,Gabino Bernad Llorente,samperovidio@example.org,9104944894203,Femenino,2025-02-22,True
CL-02703,Felipa Espinosa Bru,hector98@example.org,6185696854617,Femenino,2025-08-05,True
CL-10896,Florinda Rey Bravo,francisco87@example.com,5177117186650,Masculino,2025-08-10,True
CL-10897,Zaida Adelaida Ramis Soriano,martiriocampos@example.org,4958555840703,Masculino,2024-09-01,True
CL-02707,Sergio Leiva Casanovas,jbarbera@example.net,4412552117125,Femenino,2024-03-08,True
CL-02708,Isa Berrocal Garzón,talcalde@example.com,5661308419588,Masculino,2024-12-15,True
CL-02709,Sandalio Royo,juanitoespada@example.org,1193418362559,Femenino,2023-10-12,True
CL-02710,Bienvenida Galan Somoza,handreu@example.com,8451982649220,Masculino,2024-04-07,True
CL-02711,Juan Manuel Erasmo Ariza Calleja,macaria41@example.org,4579315402287,Masculino,2024-04-17,True
CL-02713,Manuela Goicoechea Aragonés,carlosalcantara@example.org,8996128196201,Femenino,2024-03-19,True
CL-02714,Baldomero del Angulo,cabanasezequiel@example.org,2775860454418,Femenino,2024-03-15,True
CL-02715,Eligio Burgos Soler,maria-cristina56@example.com,7051373288213,Femenino,2025-02-27,True
CL-10898,Dionisio Jaume,fcepeda@example.net,7224439193723,Femenino,2025-02-06,True
CL-02717,Carina Bustos Ramis,jose-angelsantiago@example.net,9221807504695,Femenino,2024-07-27,True
CL-02718,Noemí Huguet,dsuarez@example.org,7326359358798,Masculino,2000-01-01,True
CL-02719,Marco de Puerta,cesteve@example.org,3378514564456,Femenino,2024-03-28,True
CL-02721,Gaspar Lloret-Ros,vcobo@example.com,9279177073187,Masculino,2024-03-09,True
CL-10900,Loreto Luque-Perales,martingraciano@example.net,4533165721109,Femenino,2023-12-27,True
CL-02723,Marcelo de Busquets,amadorche@example.org,6522543450935,Femenino,2025-02-21,True
CL-02725,Elvira Tejero Pedrosa,ejuarez@example.org,9474321160369,Masculino,2025-01-23,True
CL-02726,Duilio Martín Morales,falcobasilio@example.com,7732867329237,Femenino,2024-02-18,True
CL-02727,Hilario Domingo Gallego,sernanarcisa@example.com,3930619247187,Masculino,2023-09-04,True
CL-02728,Fortunato Verdejo Márquez,cardonapaulina@example.org,3951984240049,Masculino,2024-06-17,True
CL-02729,Cloe Piñol Requena,benitezjordan@example.org,2643041105956,Femenino,2024-04-18,True
CL-02731,Juliana de Diez,pinedodionisio@example.net,7096499719796,Femenino,2024-08-17,True
CL-02732,Asdrubal Coloma Barragán,bagusti@example.com,7853874233230,Masculino,2025-04-23,True
CL-02733,Lilia Catalá Oller,aitor84@example.net,6552159998781,Masculino,2025-03-17,True
CL-02734,Benigna Castells Talavera,falcojaviera@example.com,5704623807225,Femenino,2024-09-13,True
CL-02735,Ruperta Vives Herrero,itziar40@example.com,1577692968329,Masculino,2024-05-16,True
CL-02737,Carla Espada Torrens,fsole@example.org,9273094971914,Femenino,2024-02-20,True
CL-02738,Encarnita Garcia Terrón,cristiangilabert@example.org,2738024758347,Femenino,2023-09-11,True
CL-02739,Eulalia Villalobos,pineiroteodora@example.com,8168175319267,Femenino,2024-04-28,True
CL-02741,Mónica Ramirez Carreras,apoloniaminguez@example.com,1439587204063,Femenino,2023-12-17,True
CL-02742,Teresa Orozco Feijoo,rosendapacheco@example.com,3818367568346,Masculino,2025-05-10,True
CL-02743,Sancho del Hurtado,maxi53@example.net,0327636739211,Masculino,2023-10-28,True
CL-02745,@Oliver,tsaenz@example.org,5393892845696,Femenino,2025-05-20,True
CL-10904,Artemio Andres Leal,priscilabatalla@example.net,2177977030605,Masculino,2024-08-11,True
CL-02747,Maximino Buendía Carballo,fortunyleire@example.com,4719004871463,Masculino,2024-11-18,True
CL-10905,Nazario Barba Bastida,jorgeclemente@example.com,6128394156049,Masculino,2024-06-22,True
CL-10906,Jerónimo Andrés Montesinos,ntome@example.net,3045064617415,Masculino,2025-05-08,True
